laporan_id,koperasi_id,periode,tanggal_submit,persen_kelengkapan
LAP-000451,KDMP-00076,2026-03,2026-03-07,83.3
LAP-000452,KDMP-00076,2026-04,2026-04-05,96.8
LAP-000453,KDMP-00076,2026-05,2026-05-04,98.6
LAP-000454,KDMP-00076,2026-06,2026-06-08,82.0
LAP-000455,KDMP-00076,2026-07,2026-07-01,83.8
LAP-000456,KDMP-00076,2026-08,2026-08-03,87.7
LAP-000457,KDMP-00077,2026-03,2026-03-04,69.7
LAP-000458,KDMP-00077,2026-04,2026-04-02,76.4
LAP-000459,KDMP-00077,2026-05,2026-05-09,80.4
LAP-000460,KDMP-00077,2026-06,2026-06-02,100
LAP-000461,KDMP-00077,2026-07,2026-07-09,100
LAP-000462,KDMP-00077,2026-08,2026-08-03,95.4
LAP-000463,KDMP-00078,2026-03,2026-03-06,56.4
LAP-000464,KDMP-00078,2026-04,2026-04-10,62.6
LAP-000465,KDMP-00078,2026-05,2026-05-10,55.2
LAP-000466,KDMP-00078,2026-06,2026-06-01,68.9
LAP-000467,KDMP-00078,2026-07,2026-07-03,89.5
LAP-000468,KDMP-00078,2026-08,2026-08-08,66.2
LAP-000469,KDMP-00079,2026-03,2026-03-04,39.1
LAP-000470,KDMP-00079,2026-04,2026-04-02,35.7
LAP-000471,KDMP-00079,2026-05,2026-05-09,26.2
LAP-000472,KDMP-00079,2026-06,2026-06-01,49.5
LAP-000473,KDMP-00079,2026-07,2026-07-03,51.1
LAP-000474,KDMP-00079,2026-08,2026-08-10,15.7
LAP-000475,KDMP-00080,2026-03,2026-03-07,51.8
LAP-000476,KDMP-00080,2026-04,2026-04-05,60.1
LAP-000477,KDMP-00080,2026-05,2026-05-09,77.9
LAP-000478,KDMP-00080,2026-06,2026-06-08,70.1
LAP-000479,KDMP-00080,2026-07,2026-07-09,51.8
LAP-000480,KDMP-00080,2026-08,2026-08-08,59.0
LAP-000481,KDMP-00081,2026-03,2026-03-10,51.3
LAP-000482,KDMP-00081,2026-04,2026-04-05,20.2
LAP-000483,KDMP-00081,2026-05,2026-05-08,8.3
LAP-000484,KDMP-00081,2026-06,2026-06-06,24.8
LAP-000485,KDMP-00081,2026-07,2026-07-10,19.8
LAP-000486,KDMP-00081,2026-08,2026-08-09,29.7
LAP-000487,KDMP-00082,2026-03,2026-03-01,21.9
LAP-000488,KDMP-00082,2026-04,2026-04-04,36.6
LAP-000489,KDMP-00082,2026-05,2026-05-02,24.6
LAP-000490,KDMP-00082,2026-06,2026-06-02,22.0
LAP-000491,KDMP-00082,2026-07,2026-07-10,22.5
LAP-000492,KDMP-00082,2026-08,2026-08-10,8.9
LAP-000493,KDMP-00083,2026-03,2026-03-09,68.6
LAP-000494,KDMP-00083,2026-04,2026-04-07,87.3
LAP-000495,KDMP-00083,2026-05,2026-05-09,53.2
LAP-000496,KDMP-00083,2026-06,2026-06-05,48.2
LAP-000497,KDMP-00083,2026-07,2026-07-08,50.0
LAP-000498,KDMP-00083,2026-08,2026-08-09,39.8
LAP-000499,KDMP-00084,2026-03,2026-03-03,80.5
LAP-000500,KDMP-00084,2026-04,2026-04-08,99.2
LAP-000501,KDMP-00084,2026-05,2026-05-03,88.0
LAP-000502,KDMP-00084,2026-06,2026-06-07,16.2
LAP-000503,KDMP-00084,2026-07,2026-07-03,37.0
LAP-000504,KDMP-00084,2026-08,2026-08-10,10.4
LAP-000505,KDMP-00085,2026-03,2026-03-06,50.9
LAP-000506,KDMP-00085,2026-04,2026-04-09,73.6
LAP-000507,KDMP-00085,2026-05,2026-05-09,78.1
LAP-000508,KDMP-00085,2026-06,2026-06-10,53.2
LAP-000509,KDMP-00085,2026-07,2026-07-09,70.7
LAP-000510,KDMP-00085,2026-08,2026-08-07,66.7
LAP-000511,KDMP-00086,2026-03,2026-03-02,96.9
LAP-000512,KDMP-00086,2026-04,2026-04-03,90.2
LAP-000513,KDMP-00086,2026-05,2026-05-01,96.3
LAP-000514,KDMP-00086,2026-06,2026-06-08,70.8
LAP-000515,KDMP-00086,2026-07,2026-07-07,50.2
LAP-000516,KDMP-00086,2026-08,2026-08-10,62.4
LAP-000517,KDMP-00087,2026-03,2026-03-02,92.8
LAP-000518,KDMP-00087,2026-04,2026-04-10,86.6
LAP-000519,KDMP-00087,2026-05,2026-05-08,79.3
LAP-000520,KDMP-00087,2026-06,2026-06-10,81.2
LAP-000521,KDMP-00087,2026-07,2026-07-07,67.4
LAP-000522,KDMP-00087,2026-08,2026-08-04,57.4
LAP-000523,KDMP-00088,2026-03,2026-03-09,65.7
LAP-000524,KDMP-00088,2026-04,2026-04-07,76.2
LAP-000525,KDMP-00088,2026-05,2026-05-10,68.3
LAP-000526,KDMP-00088,2026-06,2026-06-01,67.0
LAP-000527,KDMP-00088,2026-07,2026-07-06,42.7
LAP-000528,KDMP-00088,2026-08,2026-08-08,32.4
LAP-000529,KDMP-00089,2026-03,2026-03-09,43.6
LAP-000530,KDMP-00089,2026-04,2026-04-09,57.1
LAP-000531,KDMP-00089,2026-05,2026-05-04,69.0
LAP-000532,KDMP-00089,2026-06,2026-06-04,83.5
LAP-000533,KDMP-00089,2026-07,2026-07-08,68.1
LAP-000534,KDMP-00089,2026-08,2026-08-08,58.0
LAP-000535,KDMP-00090,2026-03,2026-03-02,100
LAP-000536,KDMP-00090,2026-04,2026-04-04,100
LAP-000537,KDMP-00090,2026-05,2026-05-06,78.7
LAP-000538,KDMP-00090,2026-06,2026-06-01,73.8
LAP-000539,KDMP-00090,2026-07,2026-07-06,69.3
LAP-000540,KDMP-00090,2026-08,2026-08-01,55.9
LAP-000541,KDMP-00091,2026-03,2026-03-02,70.7
LAP-000542,KDMP-00091,2026-04,2026-04-10,71.5
LAP-000543,KDMP-00091,2026-05,2026-05-04,66.5
LAP-000544,KDMP-00091,2026-06,2026-06-05,56.6
LAP-000545,KDMP-00091,2026-07,2026-07-05,43.2
LAP-000546,KDMP-00091,2026-08,2026-08-09,38.9
LAP-000547,KDMP-00092,2026-03,2026-03-02,67.2
LAP-000548,KDMP-00092,2026-04,2026-04-05,81.1
LAP-000549,KDMP-00092,2026-05,2026-05-08,52.0
LAP-000550,KDMP-00092,2026-06,2026-06-02,80.4
LAP-000551,KDMP-00092,2026-07,2026-07-04,74.1
LAP-000552,KDMP-00092,2026-08,2026-08-06,81.3
LAP-000553,KDMP-00093,2026-03,2026-03-04,32.4
LAP-000554,KDMP-00093,2026-04,2026-04-08,19.5
LAP-000555,KDMP-00093,2026-05,2026-05-07,9.5
LAP-000556,KDMP-00093,2026-06,2026-06-09,44.4
LAP-000557,KDMP-00093,2026-07,2026-07-01,37.3
LAP-000558,KDMP-00093,2026-08,2026-08-08,37.2
LAP-000559,KDMP-00094,2026-03,2026-03-08,46.3
LAP-000560,KDMP-00094,2026-04,2026-04-09,34.0
LAP-000561,KDMP-00094,2026-05,2026-05-03,7.5
LAP-000562,KDMP-00094,2026-06,2026-06-05,57.4
LAP-000563,KDMP-00094,2026-07,2026-07-05,75.7
LAP-000564,KDMP-00094,2026-08,2026-08-09,61.4
LAP-000565,KDMP-00095,2026-03,2026-03-07,61.8
LAP-000566,KDMP-00095,2026-04,2026-04-10,81.6
LAP-000567,KDMP-00095,2026-05,2026-05-01,88.5
LAP-000568,KDMP-00095,2026-06,2026-06-04,100
LAP-000569,KDMP-00095,2026-07,2026-07-07,100
LAP-000570,KDMP-00095,2026-08,2026-08-07,100
LAP-000571,KDMP-00096,2026-03,2026-03-01,35.9
LAP-000572,KDMP-00096,2026-04,2026-04-04,6.7
LAP-000573,KDMP-00096,2026-05,2026-05-10,45.1
LAP-000574,KDMP-00096,2026-06,2026-06-04,20.4
LAP-000575,KDMP-00096,2026-07,2026-07-09,45.5
LAP-000576,KDMP-00096,2026-08,2026-08-02,41.5
LAP-000577,KDMP-00097,2026-03,2026-03-08,61.4
LAP-000578,KDMP-00097,2026-04,2026-04-03,61.7
LAP-000579,KDMP-00097,2026-05,2026-05-03,69.2
LAP-000580,KDMP-00097,2026-06,2026-06-04,71.2
LAP-000581,KDMP-00097,2026-07,2026-07-07,53.3
LAP-000582,KDMP-00097,2026-08,2026-08-04,80.8
LAP-000583,KDMP-00098,2026-03,2026-03-03,100
LAP-000584,KDMP-00098,2026-04,2026-04-02,97.7
LAP-000585,KDMP-00098,2026-05,2026-05-06,83.2
LAP-000586,KDMP-00098,2026-06,2026-06-05,83.7
LAP-000587,KDMP-00098,2026-07,2026-07-04,68.7
LAP-000588,KDMP-00098,2026-08,2026-08-05,53.3
LAP-000589,KDMP-00099,2026-03,2026-03-06,52.9
LAP-000590,KDMP-00099,2026-04,2026-04-06,52.2
LAP-000591,KDMP-00099,2026-05,2026-05-05,70.1
LAP-000592,KDMP-00099,2026-06,2026-06-10,67.2
LAP-000593,KDMP-00099,2026-07,2026-07-07,63.9
LAP-000594,KDMP-00099,2026-08,2026-08-08,50.8
LAP-000595,KDMP-00100,2026-03,2026-03-05,34.4
LAP-000596,KDMP-00100,2026-04,2026-04-07,15.3
LAP-000597,KDMP-00100,2026-05,2026-05-05,41.2
LAP-000598,KDMP-00100,2026-06,2026-06-02,23.7
LAP-000599,KDMP-00100,2026-07,2026-07-10,23.8
LAP-000600,KDMP-00100,2026-08,2026-08-05,25.0
LAP-000601,KDMP-00101,2026-03,2026-03-08,40.9
LAP-000602,KDMP-00101,2026-04,2026-04-10,18.8
LAP-000603,KDMP-00101,2026-05,2026-05-02,10.0
LAP-000604,KDMP-00101,2026-06,2026-06-06,75.5
LAP-000605,KDMP-00101,2026-07,2026-07-03,59.4
LAP-000606,KDMP-00101,2026-08,2026-08-02,61.7
LAP-000607,KDMP-00102,2026-03,2026-03-02,47.8
LAP-000608,KDMP-00102,2026-04,2026-04-09,51.6
LAP-000609,KDMP-00102,2026-05,2026-05-05,48.1
LAP-000610,KDMP-00102,2026-06,2026-06-02,80.1
LAP-000611,KDMP-00102,2026-07,2026-07-05,64.2
LAP-000612,KDMP-00102,2026-08,2026-08-08,88.3
LAP-000613,KDMP-00103,2026-03,2026-03-01,87.7
LAP-000614,KDMP-00103,2026-04,2026-04-05,94.1
LAP-000615,KDMP-00103,2026-05,2026-05-04,96.3
LAP-000616,KDMP-00103,2026-06,2026-06-08,93.9
LAP-000617,KDMP-00103,2026-07,2026-07-03,85.8
LAP-000618,KDMP-00103,2026-08,2026-08-03,91.8
LAP-000619,KDMP-00104,2026-03,2026-03-05,21.7
LAP-000620,KDMP-00104,2026-04,2026-04-04,29.7
LAP-000621,KDMP-00104,2026-05,2026-05-01,46.6
LAP-000622,KDMP-00104,2026-06,2026-06-07,44.0
LAP-000623,KDMP-00104,2026-07,2026-07-06,56.2
LAP-000624,KDMP-00104,2026-08,2026-08-01,58.1
LAP-000625,KDMP-00105,2026-03,2026-03-10,78.7
LAP-000626,KDMP-00105,2026-04,2026-04-03,66.7
LAP-000627,KDMP-00105,2026-05,2026-05-04,51.6
LAP-000628,KDMP-00105,2026-06,2026-06-08,53.8
LAP-000629,KDMP-00105,2026-07,2026-07-10,47.9
LAP-000630,KDMP-00105,2026-08,2026-08-07,46.5
LAP-000631,KDMP-00106,2026-03,2026-03-02,88.3
LAP-000632,KDMP-00106,2026-04,2026-04-06,80.0
LAP-000633,KDMP-00106,2026-05,2026-05-04,94.9
LAP-000634,KDMP-00106,2026-06,2026-06-01,85.6
LAP-000635,KDMP-00106,2026-07,2026-07-03,82.7
LAP-000636,KDMP-00106,2026-08,2026-08-04,82.7
LAP-000637,KDMP-00107,2026-03,2026-03-10,61.5
LAP-000638,KDMP-00107,2026-04,2026-04-02,74.5
LAP-000639,KDMP-00107,2026-05,2026-05-04,90.2
LAP-000640,KDMP-00107,2026-06,2026-06-07,96.4
LAP-000641,KDMP-00107,2026-07,2026-07-07,100
LAP-000642,KDMP-00107,2026-08,2026-08-10,100
LAP-000643,KDMP-00108,2026-03,2026-03-02,94.8
LAP-000644,KDMP-00108,2026-04,2026-04-08,89.5
LAP-000645,KDMP-00108,2026-05,2026-05-06,92.3
LAP-000646,KDMP-00108,2026-06,2026-06-05,83.0
LAP-000647,KDMP-00108,2026-07,2026-07-07,85.5
LAP-000648,KDMP-00108,2026-08,2026-08-05,82.4
LAP-000649,KDMP-00109,2026-03,2026-03-03,7.2
LAP-000650,KDMP-00109,2026-04,2026-04-06,16.0
LAP-000651,KDMP-00109,2026-05,2026-05-05,7.6
LAP-000652,KDMP-00109,2026-06,2026-06-06,38.3
LAP-000653,KDMP-00109,2026-07,2026-07-05,18.8
LAP-000654,KDMP-00109,2026-08,2026-08-07,7.3
LAP-000655,KDMP-00110,2026-03,2026-03-02,31.1
LAP-000656,KDMP-00110,2026-04,2026-04-04,25.3
LAP-000657,KDMP-00110,2026-05,2026-05-03,25.8
LAP-000658,KDMP-00110,2026-06,2026-06-02,23.3
LAP-000659,KDMP-00110,2026-07,2026-07-06,35.5
LAP-000660,KDMP-00110,2026-08,2026-08-07,45.5
LAP-000661,KDMP-00111,2026-03,2026-03-06,56.6
LAP-000662,KDMP-00111,2026-04,2026-04-03,50.3
LAP-000663,KDMP-00111,2026-05,2026-05-08,64.8
LAP-000664,KDMP-00111,2026-06,2026-06-07,38.0
LAP-000665,KDMP-00111,2026-07,2026-07-05,50.4
LAP-000666,KDMP-00111,2026-08,2026-08-05,49.6
LAP-000667,KDMP-00112,2026-03,2026-03-01,79.9
LAP-000668,KDMP-00112,2026-04,2026-04-09,60.9
LAP-000669,KDMP-00112,2026-05,2026-05-03,57.9
LAP-000670,KDMP-00112,2026-06,2026-06-06,62.7
LAP-000671,KDMP-00112,2026-07,2026-07-04,64.3
LAP-000672,KDMP-00112,2026-08,2026-08-05,60.9
LAP-000673,KDMP-00113,2026-03,2026-03-05,41.6
LAP-000674,KDMP-00113,2026-04,2026-04-07,46.1
LAP-000675,KDMP-00113,2026-05,2026-05-03,27.6
LAP-000676,KDMP-00113,2026-06,2026-06-09,30.1
LAP-000677,KDMP-00113,2026-07,2026-07-01,15.7
LAP-000678,KDMP-00113,2026-08,2026-08-04,19.1
LAP-000679,KDMP-00114,2026-03,2026-03-02,100
LAP-000680,KDMP-00114,2026-04,2026-04-06,91.0
LAP-000681,KDMP-00114,2026-05,2026-05-02,82.1
LAP-000682,KDMP-00114,2026-06,2026-06-08,52.7
LAP-000683,KDMP-00114,2026-07,2026-07-04,43.9
LAP-000684,KDMP-00114,2026-08,2026-08-02,34.5
LAP-000685,KDMP-00115,2026-03,2026-03-10,59.2
LAP-000686,KDMP-00115,2026-04,2026-04-09,73.1
LAP-000687,KDMP-00115,2026-05,2026-05-06,82.2
LAP-000688,KDMP-00115,2026-06,2026-06-03,58.0
LAP-000689,KDMP-00115,2026-07,2026-07-01,87.4
LAP-000690,KDMP-00115,2026-08,2026-08-10,68.2
LAP-000691,KDMP-00116,2026-03,2026-03-04,86.4
LAP-000692,KDMP-00116,2026-04,2026-04-07,88.8
LAP-000693,KDMP-00116,2026-05,2026-05-09,88.5
LAP-000694,KDMP-00116,2026-06,2026-06-09,83.9
LAP-000695,KDMP-00116,2026-07,2026-07-09,96.1
LAP-000696,KDMP-00116,2026-08,2026-08-02,81.0
LAP-000697,KDMP-00117,2026-03,2026-03-09,39.0
LAP-000698,KDMP-00117,2026-04,2026-04-04,27.6
LAP-000699,KDMP-00117,2026-05,2026-05-04,9.0
LAP-000700,KDMP-00117,2026-06,2026-06-06,32.4
LAP-000701,KDMP-00117,2026-07,2026-07-02,9.3
LAP-000702,KDMP-00117,2026-08,2026-08-07,16.8
LAP-000703,KDMP-00118,2026-03,2026-03-07,100
LAP-000704,KDMP-00118,2026-04,2026-04-02,89.3
LAP-000705,KDMP-00118,2026-05,2026-05-01,94.9
LAP-000706,KDMP-00118,2026-06,2026-06-09,76.3
LAP-000707,KDMP-00118,2026-07,2026-07-08,60.3
LAP-000708,KDMP-00118,2026-08,2026-08-10,51.6
LAP-000709,KDMP-00119,2026-03,2026-03-09,67.3
LAP-000710,KDMP-00119,2026-04,2026-04-05,70.8
LAP-000711,KDMP-00119,2026-05,2026-05-08,76.0
LAP-000712,KDMP-00119,2026-06,2026-06-07,98.7
LAP-000713,KDMP-00119,2026-07,2026-07-01,79.0
LAP-000714,KDMP-00119,2026-08,2026-08-07,62.8
LAP-000715,KDMP-00120,2026-03,2026-03-04,31.4
LAP-000716,KDMP-00120,2026-04,2026-04-02,13.5
LAP-000717,KDMP-00120,2026-05,2026-05-05,20.7
LAP-000718,KDMP-00120,2026-06,2026-06-04,13.7
LAP-000719,KDMP-00120,2026-07,2026-07-01,6.2
LAP-000720,KDMP-00120,2026-08,2026-08-04,8.6
LAP-000721,KDMP-00121,2026-03,2026-03-09,81.1
LAP-000722,KDMP-00121,2026-04,2026-04-06,88.6
LAP-000723,KDMP-00121,2026-05,2026-05-06,99.5
LAP-000724,KDMP-00121,2026-06,2026-06-01,98.2
LAP-000725,KDMP-00121,2026-07,2026-07-03,93.5
LAP-000726,KDMP-00121,2026-08,2026-08-02,83.4
LAP-000727,KDMP-00122,2026-03,2026-03-03,61.0
LAP-000728,KDMP-00122,2026-04,2026-04-07,54.4
LAP-000729,KDMP-00122,2026-05,2026-05-02,62.8
LAP-000730,KDMP-00122,2026-06,2026-06-05,73.4
LAP-000731,KDMP-00122,2026-07,2026-07-10,63.9
LAP-000732,KDMP-00122,2026-08,2026-08-01,57.5
LAP-000733,KDMP-00123,2026-03,2026-03-07,61.0
LAP-000734,KDMP-00123,2026-04,2026-04-04,68.0
LAP-000735,KDMP-00123,2026-05,2026-05-09,54.3
LAP-000736,KDMP-00123,2026-06,2026-06-03,46.3
LAP-000737,KDMP-00123,2026-07,2026-07-05,57.2
LAP-000738,KDMP-00123,2026-08,2026-08-06,32.3
LAP-000739,KDMP-00124,2026-03,2026-03-10,66.0
LAP-000740,KDMP-00124,2026-04,2026-04-03,58.0
LAP-000741,KDMP-00124,2026-05,2026-05-07,49.4
LAP-000742,KDMP-00124,2026-06,2026-06-01,46.3
LAP-000743,KDMP-00124,2026-07,2026-07-10,39.3
LAP-000744,KDMP-00124,2026-08,2026-08-02,46.8
LAP-000745,KDMP-00125,2026-03,2026-03-04,82.3
LAP-000746,KDMP-00125,2026-04,2026-04-05,85.1
LAP-000747,KDMP-00125,2026-05,2026-05-10,84.2
LAP-000748,KDMP-00125,2026-06,2026-06-04,82.0
LAP-000749,KDMP-00125,2026-07,2026-07-06,35.2
LAP-000750,KDMP-00125,2026-08,2026-08-07,13.5
LAP-000751,KDMP-00126,2026-03,2026-03-02,58.0
LAP-000752,KDMP-00126,2026-04,2026-04-03,61.9
LAP-000753,KDMP-00126,2026-05,2026-05-10,53.2
LAP-000754,KDMP-00126,2026-06,2026-06-07,59.3
LAP-000755,KDMP-00126,2026-07,2026-07-06,80.3
LAP-000756,KDMP-00126,2026-08,2026-08-05,62.1
LAP-000757,KDMP-00127,2026-03,2026-03-07,9.9
LAP-000758,KDMP-00127,2026-04,2026-04-05,15.6
LAP-000759,KDMP-00127,2026-05,2026-05-07,31.0
LAP-000760,KDMP-00127,2026-06,2026-06-03,43.1
LAP-000761,KDMP-00127,2026-07,2026-07-09,19.5
LAP-000762,KDMP-00127,2026-08,2026-08-04,29.0
LAP-000763,KDMP-00128,2026-03,2026-03-01,67.3
LAP-000764,KDMP-00128,2026-04,2026-04-10,78.5
LAP-000765,KDMP-00128,2026-05,2026-05-04,77.2
LAP-000766,KDMP-00128,2026-06,2026-06-08,54.4
LAP-000767,KDMP-00128,2026-07,2026-07-08,52.1
LAP-000768,KDMP-00128,2026-08,2026-08-04,44.1
LAP-000769,KDMP-00129,2026-03,2026-03-10,61.6
LAP-000770,KDMP-00129,2026-04,2026-04-06,74.6
LAP-000771,KDMP-00129,2026-05,2026-05-08,76.9
LAP-000772,KDMP-00129,2026-06,2026-06-06,98.5
LAP-000773,KDMP-00129,2026-07,2026-07-02,98.7
LAP-000774,KDMP-00129,2026-08,2026-08-03,99.7
LAP-000775,KDMP-00130,2026-03,2026-03-07,59.0
LAP-000776,KDMP-00130,2026-04,2026-04-06,50.7
LAP-000777,KDMP-00130,2026-05,2026-05-02,62.6
LAP-000778,KDMP-00130,2026-06,2026-06-07,59.7
LAP-000779,KDMP-00130,2026-07,2026-07-06,90.4
LAP-000780,KDMP-00130,2026-08,2026-08-09,86.5
LAP-000781,KDMP-00131,2026-03,2026-03-07,51.9
LAP-000782,KDMP-00131,2026-04,2026-04-02,63.3
LAP-000783,KDMP-00131,2026-05,2026-05-06,58.5
LAP-000784,KDMP-00131,2026-06,2026-06-07,57.0
LAP-000785,KDMP-00131,2026-07,2026-07-06,77.2
LAP-000786,KDMP-00131,2026-08,2026-08-08,55.1
LAP-000787,KDMP-00132,2026-03,2026-03-05,74.9
LAP-000788,KDMP-00132,2026-04,2026-04-07,79.6
LAP-000789,KDMP-00132,2026-05,2026-05-06,63.9
LAP-000790,KDMP-00132,2026-06,2026-06-06,71.3
LAP-000791,KDMP-00132,2026-07,2026-07-10,56.7
LAP-000792,KDMP-00132,2026-08,2026-08-07,72.4
LAP-000793,KDMP-00133,2026-03,2026-03-10,59.4
LAP-000794,KDMP-00133,2026-04,2026-04-06,74.6
LAP-000795,KDMP-00133,2026-05,2026-05-03,87.4
LAP-000796,KDMP-00133,2026-06,2026-06-07,87.5
LAP-000797,KDMP-00133,2026-07,2026-07-10,100
LAP-000798,KDMP-00133,2026-08,2026-08-02,95.5
LAP-000799,KDMP-00134,2026-03,2026-03-02,86.8
LAP-000800,KDMP-00134,2026-04,2026-04-08,83.1
LAP-000801,KDMP-00134,2026-05,2026-05-07,97.3
LAP-000802,KDMP-00134,2026-06,2026-06-09,99.0
LAP-000803,KDMP-00134,2026-07,2026-07-06,98.6
LAP-000804,KDMP-00134,2026-08,2026-08-05,85.4
LAP-000805,KDMP-00135,2026-03,2026-03-06,88.2
LAP-000806,KDMP-00135,2026-04,2026-04-07,90.0
LAP-000807,KDMP-00135,2026-05,2026-05-10,84.9
LAP-000808,KDMP-00135,2026-06,2026-06-02,80.5
LAP-000809,KDMP-00135,2026-07,2026-07-09,23.5
LAP-000810,KDMP-00135,2026-08,2026-08-10,11.9
LAP-000811,KDMP-00136,2026-03,2026-03-04,19.5
LAP-000812,KDMP-00136,2026-04,2026-04-09,27.8
LAP-000813,KDMP-00136,2026-05,2026-05-02,38.6
LAP-000814,KDMP-00136,2026-06,2026-06-06,25.0
LAP-000815,KDMP-00136,2026-07,2026-07-09,50.9
LAP-000816,KDMP-00136,2026-08,2026-08-07,10.3
LAP-000817,KDMP-00137,2026-03,2026-03-09,90.5
LAP-000818,KDMP-00137,2026-04,2026-04-08,76.0
LAP-000819,KDMP-00137,2026-05,2026-05-04,78.5
LAP-000820,KDMP-00137,2026-06,2026-06-04,68.4
LAP-000821,KDMP-00137,2026-07,2026-07-07,66.2
LAP-000822,KDMP-00137,2026-08,2026-08-03,51.1
LAP-000823,KDMP-00138,2026-03,2026-03-01,95.5
LAP-000824,KDMP-00138,2026-04,2026-04-05,98.9
LAP-000825,KDMP-00138,2026-05,2026-05-07,90.7
LAP-000826,KDMP-00138,2026-06,2026-06-09,96.3
LAP-000827,KDMP-00138,2026-07,2026-07-01,98.1
LAP-000828,KDMP-00138,2026-08,2026-08-03,91.1
LAP-000829,KDMP-00139,2026-03,2026-03-05,87.7
LAP-000830,KDMP-00139,2026-04,2026-04-02,91.5
LAP-000831,KDMP-00139,2026-05,2026-05-02,82.6
LAP-000832,KDMP-00139,2026-06,2026-06-07,99.6
LAP-000833,KDMP-00139,2026-07,2026-07-10,95.7
LAP-000834,KDMP-00139,2026-08,2026-08-08,95.4
LAP-000835,KDMP-00140,2026-03,2026-03-06,45.1
LAP-000836,KDMP-00140,2026-04,2026-04-03,57.9
LAP-000837,KDMP-00140,2026-05,2026-05-03,68.0
LAP-000838,KDMP-00140,2026-06,2026-06-05,89.5
LAP-000839,KDMP-00140,2026-07,2026-07-07,97.3
LAP-000840,KDMP-00140,2026-08,2026-08-04,96.7
LAP-000841,KDMP-00141,2026-03,2026-03-08,23.8
LAP-000842,KDMP-00141,2026-04,2026-04-10,9.4
LAP-000843,KDMP-00141,2026-05,2026-05-10,89.4
LAP-000844,KDMP-00141,2026-06,2026-06-05,94.5
LAP-000845,KDMP-00141,2026-07,2026-07-07,89.9
LAP-000846,KDMP-00141,2026-08,2026-08-05,100
LAP-000847,KDMP-00142,2026-03,2026-03-02,20.7
LAP-000848,KDMP-00142,2026-04,2026-04-02,42.4
LAP-000849,KDMP-00142,2026-05,2026-05-07,12.4
LAP-000850,KDMP-00142,2026-06,2026-06-07,95.9
LAP-000851,KDMP-00142,2026-07,2026-07-10,100
LAP-000852,KDMP-00142,2026-08,2026-08-10,100
LAP-000853,KDMP-00143,2026-03,2026-03-01,63.1
LAP-000854,KDMP-00143,2026-04,2026-04-09,63.2
LAP-000855,KDMP-00143,2026-05,2026-05-06,57.2
LAP-000856,KDMP-00143,2026-06,2026-06-02,57.1
LAP-000857,KDMP-00143,2026-07,2026-07-07,51.1
LAP-000858,KDMP-00143,2026-08,2026-08-06,53.4
LAP-000859,KDMP-00144,2026-03,2026-03-10,75.1
LAP-000860,KDMP-00144,2026-04,2026-04-07,50.9
LAP-000861,KDMP-00144,2026-05,2026-05-04,74.8
LAP-000862,KDMP-00144,2026-06,2026-06-05,68.2
LAP-000863,KDMP-00144,2026-07,2026-07-01,73.4
LAP-000864,KDMP-00144,2026-08,2026-08-02,74.4
LAP-000865,KDMP-00145,2026-03,2026-03-04,40.5
LAP-000866,KDMP-00145,2026-04,2026-04-05,48.1
LAP-000867,KDMP-00145,2026-05,2026-05-07,52.3
LAP-000868,KDMP-00145,2026-06,2026-06-04,78.2
LAP-000869,KDMP-00145,2026-07,2026-07-05,90.3
LAP-000870,KDMP-00145,2026-08,2026-08-02,77.1
LAP-000871,KDMP-00146,2026-03,2026-03-10,85.6
LAP-000872,KDMP-00146,2026-04,2026-04-05,90.9
LAP-000873,KDMP-00146,2026-05,2026-05-01,81.8
LAP-000874,KDMP-00146,2026-06,2026-06-07,99.1
LAP-000875,KDMP-00146,2026-07,2026-07-04,89.9
LAP-000876,KDMP-00146,2026-08,2026-08-05,80.8
LAP-000877,KDMP-00147,2026-03,2026-03-02,54.9
LAP-000878,KDMP-00147,2026-04,2026-04-01,10.6
LAP-000879,KDMP-00147,2026-05,2026-05-10,48.8
LAP-000880,KDMP-00147,2026-06,2026-06-10,60.3
LAP-000881,KDMP-00147,2026-07,2026-07-02,52.7
LAP-000882,KDMP-00147,2026-08,2026-08-01,47.1
LAP-000883,KDMP-00148,2026-03,2026-03-03,100
LAP-000884,KDMP-00148,2026-04,2026-04-01,100
LAP-000885,KDMP-00148,2026-05,2026-05-09,79.7
LAP-000886,KDMP-00148,2026-06,2026-06-07,82.1
LAP-000887,KDMP-00148,2026-07,2026-07-02,71.8
LAP-000888,KDMP-00148,2026-08,2026-08-09,55.5
LAP-000889,KDMP-00149,2026-03,2026-03-02,100
LAP-000890,KDMP-00149,2026-04,2026-04-10,100
LAP-000891,KDMP-00149,2026-05,2026-05-05,77.6
LAP-000892,KDMP-00149,2026-06,2026-06-04,70.5
LAP-000893,KDMP-00149,2026-07,2026-07-06,63.0
LAP-000894,KDMP-00149,2026-08,2026-08-05,54.2
LAP-000895,KDMP-00150,2026-03,2026-03-01,56.5
LAP-000896,KDMP-00150,2026-04,2026-04-04,46.5
LAP-000897,KDMP-00150,2026-05,2026-05-01,48.2
LAP-000898,KDMP-00150,2026-06,2026-06-10,73.7
LAP-000899,KDMP-00150,2026-07,2026-07-02,91.3
LAP-000900,KDMP-00150,2026-08,2026-08-10,75.4
LAP-000901,KDMP-00151,2026-03,2026-03-09,82.0
