stok_id,koperasi_id,tanggal_pencatatan,jenis_barang,jumlah_unit,nilai_rupiah
STK-000393,KDMP-00066,2026-05-31,Beras,114,1395000.0
STK-000394,KDMP-00066,2026-06-30,Beras,76,880000.0
STK-000395,KDMP-00066,2026-07-31,Sembako Campuran,21,250000.0
STK-000396,KDMP-00066,2026-08-13,Minyak Goreng,25,407000.0
STK-000397,KDMP-00067,2026-03-31,Minyak Goreng,302,7128000.0
STK-000398,KDMP-00067,2026-04-30,Sembako Campuran,465,7344000.0
STK-000399,KDMP-00067,2026-05-31,Beras,760,17931000.0
STK-000400,KDMP-00067,2026-06-30,Minyak Goreng,684,16607000.0
STK-000401,KDMP-00067,2026-07-31,Gula,890,8005000.0
STK-000402,KDMP-00067,2026-08-13,Gula,602,13854000.0
STK-000403,KDMP-00068,2026-03-31,Gula,659,14590000.0
STK-000404,KDMP-00068,2026-04-30,Pupuk,603,8116000.0
STK-000405,KDMP-00068,2026-05-31,Minyak Goreng,609,13490000.0
STK-000406,KDMP-00068,2026-06-30,Sembako Campuran,365,5152000.0
STK-000407,KDMP-00068,2026-07-31,Gula,872,13509000.0
STK-000408,KDMP-00068,2026-08-13,Beras,630,14381000.0
STK-000409,KDMP-00069,2026-03-31,Sembako Campuran,44,382000.0
STK-000410,KDMP-00069,2026-04-30,Sembako Campuran,54,794000.0
STK-000411,KDMP-00069,2026-05-31,Minyak Goreng,37,615000.0
STK-000412,KDMP-00069,2026-06-30,Gula,79,1474000.0
STK-000413,KDMP-00069,2026-07-31,Beras,143,3075000.0
STK-000414,KDMP-00069,2026-08-13,Sembako Campuran,12,106000.0
STK-000415,KDMP-00070,2026-03-31,Pupuk,309,3710000.0
STK-000416,KDMP-00070,2026-04-30,Sembako Campuran,322,6995000.0
STK-000417,KDMP-00070,2026-05-31,Beras,329,8091000.0
STK-000418,KDMP-00070,2026-06-30,Pupuk,113,2488000.0
STK-000419,KDMP-00070,2026-07-31,Sembako Campuran,264,6297000.0
STK-000420,KDMP-00070,2026-08-13,Sembako Campuran,87,2133000.0
STK-000421,KDMP-00071,2026-03-31,Beras,575,10447000.0
STK-000422,KDMP-00071,2026-04-30,Gula,431,4489000.0
STK-000423,KDMP-00071,2026-05-31,Sembako Campuran,783,9589000.0
STK-000424,KDMP-00071,2026-06-30,Pupuk,140,1979000.0
STK-000425,KDMP-00071,2026-07-31,Pupuk,104,1143000.0
STK-000426,KDMP-00071,2026-08-13,Gula,126,2891000.0
STK-000427,KDMP-00072,2026-03-31,Beras,186,2106000.0
STK-000428,KDMP-00072,2026-04-30,Pupuk,362,4141000.0
STK-000429,KDMP-00072,2026-05-31,Beras,234,5471000.0
STK-000430,KDMP-00072,2026-06-30,Sembako Campuran,341,5621000.0
STK-000431,KDMP-00072,2026-07-31,Beras,216,2723000.0
STK-000432,KDMP-00072,2026-08-13,Gula,130,1867000.0
STK-000433,KDMP-00073,2026-03-31,Pupuk,328,3022000.0
STK-000434,KDMP-00073,2026-04-30,Sembako Campuran,292,4802000.0
STK-000435,KDMP-00073,2026-05-31,Minyak Goreng,178,2717000.0
STK-000436,KDMP-00073,2026-06-30,Gula,341,7024000.0
STK-000437,KDMP-00073,2026-07-31,Gula,163,3857000.0
STK-000438,KDMP-00073,2026-08-13,Sembako Campuran,162,3808000.0
STK-000439,KDMP-00074,2026-03-31,Pupuk,159,3666000.0
STK-000440,KDMP-00074,2026-04-30,Beras,132,2413000.0
STK-000441,KDMP-00074,2026-05-31,Minyak Goreng,266,6322000.0
STK-000442,KDMP-00074,2026-06-30,Gula,159,2144000.0
STK-000443,KDMP-00074,2026-07-31,Sembako Campuran,172,2305000.0
STK-000444,KDMP-00074,2026-08-13,Minyak Goreng,290,4604000.0
STK-000445,KDMP-00075,2026-03-31,Pupuk,125,2323000.0
STK-000446,KDMP-00075,2026-04-30,Gula,328,2862000.0
STK-000447,KDMP-00075,2026-05-31,Beras,257,4780000.0
STK-000448,KDMP-00075,2026-06-30,Minyak Goreng,288,2779000.0
STK-000449,KDMP-00075,2026-07-31,Beras,213,3653000.0
STK-000450,KDMP-00075,2026-08-13,Minyak Goreng,311,6991000.0
STK-000451,KDMP-00076,2026-03-31,Beras,410,8988000.0
STK-000452,KDMP-00076,2026-04-30,Minyak Goreng,366,8837000.0
STK-000453,KDMP-00076,2026-05-31,Beras,553,7207000.0
STK-000454,KDMP-00076,2026-06-30,Sembako Campuran,649,14788000.0
STK-000455,KDMP-00076,2026-07-31,Beras,590,8747000.0
STK-000456,KDMP-00076,2026-08-13,Pupuk,598,10181000.0
STK-000457,KDMP-00077,2026-03-31,Pupuk,244,3235000.0
STK-000458,KDMP-00077,2026-04-30,Beras,691,13442000.0
STK-000459,KDMP-00077,2026-05-31,Gula,396,9416000.0
STK-000460,KDMP-00077,2026-06-30,Pupuk,620,7538000.0
STK-000461,KDMP-00077,2026-07-31,Gula,861,20936000.0
STK-000462,KDMP-00077,2026-08-13,Beras,959,19882000.0
STK-000463,KDMP-00078,2026-03-31,Minyak Goreng,237,2773000.0
STK-000464,KDMP-00078,2026-04-30,Minyak Goreng,121,2881000.0
STK-000465,KDMP-00078,2026-05-31,Beras,150,1244000.0
STK-000466,KDMP-00078,2026-06-30,Minyak Goreng,154,1894000.0
STK-000467,KDMP-00078,2026-07-31,Sembako Campuran,180,3682000.0
STK-000468,KDMP-00078,2026-08-13,Beras,369,8359000.0
STK-000469,KDMP-00079,2026-03-31,Gula,119,1855000.0
STK-000470,KDMP-00079,2026-04-30,Sembako Campuran,91,1676000.0
STK-000471,KDMP-00079,2026-05-31,Minyak Goreng,15,161000.0
STK-000472,KDMP-00079,2026-06-30,Gula,76,682000.0
STK-000473,KDMP-00079,2026-07-31,Minyak Goreng,3,59000.0
STK-000474,KDMP-00079,2026-08-13,Minyak Goreng,10,139000.0
STK-000475,KDMP-00080,2026-03-31,Gula,284,3206000.0
STK-000476,KDMP-00080,2026-04-30,Beras,138,1859000.0
STK-000477,KDMP-00080,2026-05-31,Sembako Campuran,164,1993000.0
STK-000478,KDMP-00080,2026-06-30,Pupuk,296,2378000.0
STK-000479,KDMP-00080,2026-07-31,Sembako Campuran,167,2523000.0
STK-000480,KDMP-00080,2026-08-13,Beras,316,6650000.0
STK-000481,KDMP-00081,2026-03-31,Minyak Goreng,54,1072000.0
STK-000482,KDMP-00081,2026-04-30,Minyak Goreng,121,2888000.0
STK-000483,KDMP-00081,2026-05-31,Sembako Campuran,78,1804000.0
STK-000484,KDMP-00081,2026-06-30,Minyak Goreng,59,1264000.0
STK-000485,KDMP-00081,2026-07-31,Beras,68,1585000.0
STK-000486,KDMP-00081,2026-08-13,Sembako Campuran,95,2186000.0
STK-000487,KDMP-00082,2026-03-31,Minyak Goreng,88,1853000.0
STK-000488,KDMP-00082,2026-04-30,Pupuk,13,200000.0
STK-000489,KDMP-00082,2026-05-31,Minyak Goreng,16,393000.0
STK-000490,KDMP-00082,2026-06-30,Minyak Goreng,72,768000.0
STK-000491,KDMP-00082,2026-07-31,Sembako Campuran,27,525000.0
STK-000492,KDMP-00082,2026-08-13,Gula,43,1000000.0
STK-000493,KDMP-00083,2026-03-31,Gula,400,3630000.0
STK-000494,KDMP-00083,2026-04-30,Beras,395,8104000.0
STK-000495,KDMP-00083,2026-05-31,Beras,349,5717000.0
STK-000496,KDMP-00083,2026-06-30,Pupuk,209,3907000.0
STK-000497,KDMP-00083,2026-07-31,Sembako Campuran,131,2462000.0
STK-000498,KDMP-00083,2026-08-13,Minyak Goreng,228,4976000.0
STK-000499,KDMP-00084,2026-03-31,Gula,709,11302000.0
STK-000500,KDMP-00084,2026-04-30,Beras,404,9538000.0
STK-000501,KDMP-00084,2026-05-31,Sembako Campuran,637,11372000.0
STK-000502,KDMP-00084,2026-06-30,Gula,83,1086000.0
STK-000503,KDMP-00084,2026-07-31,Minyak Goreng,95,2360000.0
STK-000504,KDMP-00084,2026-08-13,Gula,59,1170000.0
STK-000505,KDMP-00085,2026-03-31,Pupuk,336,6182000.0
STK-000506,KDMP-00085,2026-04-30,Minyak Goreng,149,2012000.0
STK-000507,KDMP-00085,2026-05-31,Minyak Goreng,252,4439000.0
STK-000508,KDMP-00085,2026-06-30,Gula,177,2237000.0
STK-000509,KDMP-00085,2026-07-31,Pupuk,126,1960000.0
STK-000510,KDMP-00085,2026-08-13,Gula,304,5573000.0
STK-000511,KDMP-00086,2026-03-31,Gula,558,11719000.0
STK-000512,KDMP-00086,2026-04-30,Gula,879,11582000.0
STK-000513,KDMP-00086,2026-05-31,Beras,546,4568000.0
STK-000514,KDMP-00086,2026-06-30,Gula,290,3833000.0
STK-000515,KDMP-00086,2026-07-31,Sembako Campuran,208,3849000.0
STK-000516,KDMP-00086,2026-08-13,Minyak Goreng,189,4576000.0
STK-000517,KDMP-00087,2026-03-31,Beras,978,21906000.0
STK-000518,KDMP-00087,2026-04-30,Sembako Campuran,468,10418000.0
STK-000519,KDMP-00087,2026-05-31,Sembako Campuran,529,7817000.0
STK-000520,KDMP-00087,2026-06-30,Pupuk,531,13250000.0
STK-000521,KDMP-00087,2026-07-31,Pupuk,484,6054000.0
STK-000522,KDMP-00087,2026-08-13,Sembako Campuran,377,7264000.0
STK-000523,KDMP-00088,2026-03-31,Minyak Goreng,457,6194000.0
STK-000524,KDMP-00088,2026-04-30,Gula,364,3106000.0
STK-000525,KDMP-00088,2026-05-31,Pupuk,221,3258000.0
STK-000526,KDMP-00088,2026-06-30,Sembako Campuran,320,2658000.0
STK-000527,KDMP-00088,2026-07-31,Sembako Campuran,187,2299000.0
STK-000528,KDMP-00088,2026-08-13,Sembako Campuran,106,1850000.0
STK-000529,KDMP-00089,2026-03-31,Beras,127,2453000.0
STK-000530,KDMP-00089,2026-04-30,Sembako Campuran,163,3562000.0
STK-000531,KDMP-00089,2026-05-31,Beras,250,4013000.0
STK-000532,KDMP-00089,2026-06-30,Beras,244,5542000.0
STK-000533,KDMP-00089,2026-07-31,Beras,405,8667000.0
STK-000534,KDMP-00089,2026-08-13,Gula,199,3891000.0
STK-000535,KDMP-00090,2026-03-31,Sembako Campuran,673,12159000.0
STK-000536,KDMP-00090,2026-04-30,Pupuk,439,10312000.0
STK-000537,KDMP-00090,2026-05-31,Sembako Campuran,336,4179000.0
STK-000538,KDMP-00090,2026-06-30,Pupuk,449,7724000.0
STK-000539,KDMP-00090,2026-07-31,Gula,468,7743000.0
STK-000540,KDMP-00090,2026-08-13,Sembako Campuran,578,11047000.0
STK-000541,KDMP-00091,2026-03-31,Beras,277,5243000.0
STK-000542,KDMP-00091,2026-04-30,Pupuk,288,3303000.0
STK-000543,KDMP-00091,2026-05-31,Pupuk,160,1908000.0
STK-000544,KDMP-00091,2026-06-30,Sembako Campuran,320,3276000.0
STK-000545,KDMP-00091,2026-07-31,Pupuk,185,2343000.0
STK-000546,KDMP-00091,2026-08-13,Pupuk,190,4521000.0
STK-000547,KDMP-00092,2026-03-31,Minyak Goreng,358,5163000.0
STK-000548,KDMP-00092,2026-04-30,Gula,346,6364000.0
STK-000549,KDMP-00092,2026-05-31,Minyak Goreng,170,4055000.0
STK-000550,KDMP-00092,2026-06-30,Beras,337,3411000.0
STK-000551,KDMP-00092,2026-07-31,Pupuk,174,3271000.0
STK-000552,KDMP-00092,2026-08-13,Gula,127,2093000.0
STK-000553,KDMP-00093,2026-03-31,Pupuk,35,452000.0
STK-000554,KDMP-00093,2026-04-30,Minyak Goreng,27,417000.0
STK-000555,KDMP-00093,2026-05-31,Minyak Goreng,105,1254000.0
STK-000556,KDMP-00093,2026-06-30,Minyak Goreng,72,676000.0
STK-000557,KDMP-00093,2026-07-31,Minyak Goreng,117,1370000.0
STK-000558,KDMP-00093,2026-08-13,Beras,164,2973000.0
STK-000559,KDMP-00094,2026-03-31,Beras,62,1190000.0
STK-000560,KDMP-00094,2026-04-30,Gula,11,222000.0
STK-000561,KDMP-00094,2026-05-31,Gula,111,1158000.0
STK-000562,KDMP-00094,2026-06-30,Sembako Campuran,239,3012000.0
STK-000563,KDMP-00094,2026-07-31,Pupuk,306,5339000.0
STK-000564,KDMP-00094,2026-08-13,Pupuk,170,3049000.0
STK-000565,KDMP-00095,2026-03-31,Pupuk,541,5615000.0
STK-000566,KDMP-00095,2026-04-30,Gula,279,4615000.0
STK-000567,KDMP-00095,2026-05-31,Pupuk,314,2867000.0
STK-000568,KDMP-00095,2026-06-30,Pupuk,682,12838000.0
STK-000569,KDMP-00095,2026-07-31,Pupuk,383,5982000.0
STK-000570,KDMP-00095,2026-08-13,Minyak Goreng,510,7254000.0
STK-000571,KDMP-00096,2026-03-31,Sembako Campuran,15,232000.0
STK-000572,KDMP-00096,2026-04-30,Gula,110,1433000.0
STK-000573,KDMP-00096,2026-05-31,Sembako Campuran,74,1476000.0
STK-000574,KDMP-00096,2026-06-30,Sembako Campuran,39,874000.0
STK-000575,KDMP-00096,2026-07-31,Sembako Campuran,53,864000.0
STK-000576,KDMP-00096,2026-08-13,Gula,32,544000.0
STK-000577,KDMP-00097,2026-03-31,Minyak Goreng,312,6147000.0
STK-000578,KDMP-00097,2026-04-30,Minyak Goreng,283,5155000.0
STK-000579,KDMP-00097,2026-05-31,Sembako Campuran,129,2072000.0
STK-000580,KDMP-00097,2026-06-30,Pupuk,374,6532000.0
STK-000581,KDMP-00097,2026-07-31,Beras,269,4325000.0
STK-000582,KDMP-00097,2026-08-13,Beras,264,2938000.0
STK-000583,KDMP-00098,2026-03-31,Gula,424,8376000.0
STK-000584,KDMP-00098,2026-04-30,Minyak Goreng,719,17078000.0
STK-000585,KDMP-00098,2026-05-31,Beras,750,12526000.0
STK-000586,KDMP-00098,2026-06-30,Gula,697,9797000.0
STK-000587,KDMP-00098,2026-07-31,Beras,324,4693000.0
STK-000588,KDMP-00098,2026-08-13,Minyak Goreng,373,5387000.0
STK-000589,KDMP-00099,2026-03-31,Pupuk,236,5628000.0
STK-000590,KDMP-00099,2026-04-30,Sembako Campuran,329,3396000.0
STK-000591,KDMP-00099,2026-05-31,Gula,374,6992000.0
STK-000592,KDMP-00099,2026-06-30,Sembako Campuran,356,3167000.0
STK-000593,KDMP-00099,2026-07-31,Beras,346,6824000.0
STK-000594,KDMP-00099,2026-08-13,Minyak Goreng,261,3598000.0
STK-000595,KDMP-00100,2026-03-31,Pupuk,58,695000.0
STK-000596,KDMP-00100,2026-04-30,Gula,81,1392000.0
STK-000597,KDMP-00100,2026-05-31,Pupuk,41,528000.0
STK-000598,KDMP-00100,2026-06-30,Sembako Campuran,110,1842000.0
STK-000599,KDMP-00100,2026-07-31,Sembako Campuran,121,2821000.0
STK-000600,KDMP-00100,2026-08-13,Sembako Campuran,111,1715000.0
STK-000601,KDMP-00101,2026-03-31,Gula,71,1504000.0
STK-000602,KDMP-00101,2026-04-30,Sembako Campuran,110,1532000.0
STK-000603,KDMP-00101,2026-05-31,Sembako Campuran,69,682000.0
STK-000604,KDMP-00101,2026-06-30,Sembako Campuran,299,4634000.0
STK-000605,KDMP-00101,2026-07-31,Beras,458,8805000.0
STK-000606,KDMP-00101,2026-08-13,Sembako Campuran,321,5517000.0
STK-000607,KDMP-00102,2026-03-31,Beras,192,1803000.0
STK-000608,KDMP-00102,2026-04-30,Pupuk,294,4997000.0
STK-000609,KDMP-00102,2026-05-31,Minyak Goreng,346,7414000.0
STK-000610,KDMP-00102,2026-06-30,Gula,335,3590000.0
STK-000611,KDMP-00102,2026-07-31,Minyak Goreng,183,2031000.0
STK-000612,KDMP-00102,2026-08-13,Gula,224,3707000.0
STK-000613,KDMP-00103,2026-03-31,Minyak Goreng,394,3701000.0
STK-000614,KDMP-00103,2026-04-30,Beras,911,20209000.0
STK-000615,KDMP-00103,2026-05-31,Beras,812,14453000.0
STK-000616,KDMP-00103,2026-06-30,Sembako Campuran,702,16559000.0
STK-000617,KDMP-00103,2026-07-31,Gula,411,4024000.0
STK-000618,KDMP-00103,2026-08-13,Gula,530,5572000.0
STK-000619,KDMP-00104,2026-03-31,Pupuk,69,811000.0
STK-000620,KDMP-00104,2026-04-30,Sembako Campuran,94,1252000.0
STK-000621,KDMP-00104,2026-05-31,Beras,3,61000.0
STK-000622,KDMP-00104,2026-06-30,Gula,108,1222000.0
STK-000623,KDMP-00104,2026-07-31,Minyak Goreng,113,1138000.0
STK-000624,KDMP-00104,2026-08-13,Sembako Campuran,15,183000.0
STK-000625,KDMP-00105,2026-03-31,Minyak Goreng,306,4915000.0
STK-000626,KDMP-00105,2026-04-30,Gula,229,2304000.0
STK-000627,KDMP-00105,2026-05-31,Sembako Campuran,119,2026000.0
STK-000628,KDMP-00105,2026-06-30,Beras,324,6542000.0
STK-000629,KDMP-00105,2026-07-31,Minyak Goreng,97,1000000.0
STK-000630,KDMP-00105,2026-08-13,Pupuk,117,1075000.0
STK-000631,KDMP-00106,2026-03-31,Minyak Goreng,844,14370000.0
STK-000632,KDMP-00106,2026-04-30,Beras,528,12437000.0
STK-000633,KDMP-00106,2026-05-31,Gula,480,9720000.0
STK-000634,KDMP-00106,2026-06-30,Sembako Campuran,431,5221000.0
STK-000635,KDMP-00106,2026-07-31,Pupuk,278,3802000.0
STK-000636,KDMP-00106,2026-08-13,Gula,970,21637000.0
STK-000637,KDMP-00107,2026-03-31,Minyak Goreng,449,5820000.0
STK-000638,KDMP-00107,2026-04-30,Gula,376,5474000.0
STK-000639,KDMP-00107,2026-05-31,Pupuk,517,5770000.0
STK-000640,KDMP-00107,2026-06-30,Minyak Goreng,399,5768000.0
STK-000641,KDMP-00107,2026-07-31,Minyak Goreng,775,6761000.0
STK-000642,KDMP-00107,2026-08-13,Minyak Goreng,1103,17666000.0
STK-000643,KDMP-00108,2026-03-31,Gula,806,13912000.0
STK-000644,KDMP-00108,2026-04-30,Pupuk,759,11360000.0
STK-000645,KDMP-00108,2026-05-31,Gula,516,8700000.0
STK-000646,KDMP-00108,2026-06-30,Gula,482,10550000.0
STK-000647,KDMP-00108,2026-07-31,Gula,765,14228000.0
STK-000648,KDMP-00108,2026-08-13,Pupuk,539,12482000.0
STK-000649,KDMP-00109,2026-03-31,Gula,146,3449000.0
STK-000650,KDMP-00109,2026-04-30,Beras,7,100000.0
STK-000651,KDMP-00109,2026-05-31,Minyak Goreng,87,1505000.0
STK-000652,KDMP-00109,2026-06-30,Gula,27,337000.0
STK-000653,KDMP-00109,2026-07-31,Sembako Campuran,46,1098000.0
STK-000654,KDMP-00109,2026-08-13,Pupuk,27,335000.0
STK-000655,KDMP-00110,2026-03-31,Sembako Campuran,57,1017000.0
STK-000656,KDMP-00110,2026-04-30,Gula,25,209000.0
STK-000657,KDMP-00110,2026-05-31,Pupuk,6,99000.0
STK-000658,KDMP-00110,2026-06-30,Sembako Campuran,137,2631000.0
STK-000659,KDMP-00110,2026-07-31,Minyak Goreng,119,959000.0
STK-000660,KDMP-00110,2026-08-13,Sembako Campuran,92,2078000.0
STK-000661,KDMP-00111,2026-03-31,Pupuk,241,5497000.0
STK-000662,KDMP-00111,2026-04-30,Pupuk,240,5311000.0
STK-000663,KDMP-00111,2026-05-31,Gula,343,3536000.0
STK-000664,KDMP-00111,2026-06-30,Gula,38,431000.0
STK-000665,KDMP-00111,2026-07-31,Beras,171,4232000.0
STK-000666,KDMP-00111,2026-08-13,Beras,161,3534000.0
STK-000667,KDMP-00112,2026-03-31,Sembako Campuran,428,7722000.0
STK-000668,KDMP-00112,2026-04-30,Gula,303,3483000.0
STK-000669,KDMP-00112,2026-05-31,Minyak Goreng,313,7622000.0
STK-000670,KDMP-00112,2026-06-30,Gula,160,2052000.0
STK-000671,KDMP-00112,2026-07-31,Beras,584,5608000.0
STK-000672,KDMP-00112,2026-08-13,Pupuk,433,4294000.0
STK-000673,KDMP-00113,2026-03-31,Beras,116,2650000.0
STK-000674,KDMP-00113,2026-04-30,Pupuk,18,185000.0
STK-000675,KDMP-00113,2026-05-31,Beras,154,3651000.0
STK-000676,KDMP-00113,2026-06-30,Beras,26,592000.0
STK-000677,KDMP-00113,2026-07-31,Gula,111,1560000.0
STK-000678,KDMP-00113,2026-08-13,Beras,37,472000.0
STK-000679,KDMP-00114,2026-03-31,Pupuk,768,15146000.0
STK-000680,KDMP-00114,2026-04-30,Minyak Goreng,422,5318000.0
STK-000681,KDMP-00114,2026-05-31,Gula,703,6335000.0
STK-000682,KDMP-00114,2026-06-30,Minyak Goreng,183,4434000.0
STK-000683,KDMP-00114,2026-07-31,Beras,136,3289000.0
STK-000684,KDMP-00114,2026-08-13,Gula,209,3359000.0
STK-000685,KDMP-00115,2026-03-31,Minyak Goreng,647,11493000.0
STK-000686,KDMP-00115,2026-04-30,Pupuk,402,9994000.0
STK-000687,KDMP-00115,2026-05-31,Minyak Goreng,401,3303000.0
STK-000688,KDMP-00115,2026-06-30,Sembako Campuran,141,2407000.0
STK-000689,KDMP-00115,2026-07-31,Gula,177,2567000.0
STK-000690,KDMP-00115,2026-08-13,Beras,255,2258000.0
STK-000691,KDMP-00116,2026-03-31,Minyak Goreng,502,9943000.0
STK-000692,KDMP-00116,2026-04-30,Beras,782,16613000.0
STK-000693,KDMP-00116,2026-05-31,Gula,782,9399000.0
STK-000694,KDMP-00116,2026-06-30,Gula,357,5043000.0
STK-000695,KDMP-00116,2026-07-31,Gula,710,5800000.0
STK-000696,KDMP-00116,2026-08-13,Gula,485,4374000.0
STK-000697,KDMP-00117,2026-03-31,Beras,47,1014000.0
STK-000698,KDMP-00117,2026-04-30,Beras,63,1163000.0
STK-000699,KDMP-00117,2026-05-31,Minyak Goreng,110,2104000.0
STK-000700,KDMP-00117,2026-06-30,Gula,15,258000.0
STK-000701,KDMP-00117,2026-07-31,Beras,113,1812000.0
STK-000702,KDMP-00117,2026-08-13,Beras,77,859000.0
STK-000703,KDMP-00118,2026-03-31,Pupuk,566,12900000.0
STK-000704,KDMP-00118,2026-04-30,Beras,870,21732000.0
STK-000705,KDMP-00118,2026-05-31,Beras,612,15225000.0
STK-000706,KDMP-00118,2026-06-30,Minyak Goreng,257,3178000.0
STK-000707,KDMP-00118,2026-07-31,Minyak Goreng,646,6757000.0
STK-000708,KDMP-00118,2026-08-13,Minyak Goreng,315,6732000.0
STK-000709,KDMP-00119,2026-03-31,Beras,261,4963000.0
STK-000710,KDMP-00119,2026-04-30,Pupuk,311,7306000.0
STK-000711,KDMP-00119,2026-05-31,Beras,372,7609000.0
STK-000712,KDMP-00119,2026-06-30,Gula,501,11020000.0
STK-000713,KDMP-00119,2026-07-31,Minyak Goreng,272,2281000.0
STK-000714,KDMP-00119,2026-08-13,Minyak Goreng,354,4733000.0
STK-000715,KDMP-00120,2026-03-31,Gula,55,514000.0
STK-000716,KDMP-00120,2026-04-30,Minyak Goreng,38,664000.0
STK-000717,KDMP-00120,2026-05-31,Sembako Campuran,45,889000.0
STK-000718,KDMP-00120,2026-06-30,Beras,17,147000.0
STK-000719,KDMP-00120,2026-07-31,Sembako Campuran,103,1384000.0
STK-000720,KDMP-00120,2026-08-13,Gula,157,1712000.0
STK-000721,KDMP-00121,2026-03-31,Pupuk,547,11420000.0
STK-000722,KDMP-00121,2026-04-30,Pupuk,818,18849000.0
STK-000723,KDMP-00121,2026-05-31,Sembako Campuran,554,12709000.0
STK-000724,KDMP-00121,2026-06-30,Beras,389,6178000.0
STK-000725,KDMP-00121,2026-07-31,Gula,649,8162000.0
STK-000726,KDMP-00121,2026-08-13,Sembako Campuran,577,6879000.0
STK-000727,KDMP-00122,2026-03-31,Beras,509,5020000.0
STK-000728,KDMP-00122,2026-04-30,Beras,313,5522000.0
STK-000729,KDMP-00122,2026-05-31,Sembako Campuran,125,1858000.0
STK-000730,KDMP-00122,2026-06-30,Minyak Goreng,703,16886000.0
STK-000731,KDMP-00122,2026-07-31,Minyak Goreng,635,11830000.0
STK-000732,KDMP-00122,2026-08-13,Pupuk,591,7527000.0
STK-000733,KDMP-00123,2026-03-31,Beras,231,5557000.0
STK-000734,KDMP-00123,2026-04-30,Sembako Campuran,164,2913000.0
STK-000735,KDMP-00123,2026-05-31,Beras,186,2081000.0
STK-000736,KDMP-00123,2026-06-30,Gula,317,3610000.0
STK-000737,KDMP-00123,2026-07-31,Pupuk,252,5727000.0
STK-000738,KDMP-00123,2026-08-13,Minyak Goreng,82,946000.0
STK-000739,KDMP-00124,2026-03-31,Gula,134,2322000.0
STK-000740,KDMP-00124,2026-04-30,Gula,205,4129000.0
STK-000741,KDMP-00124,2026-05-31,Beras,272,5007000.0
STK-000742,KDMP-00124,2026-06-30,Beras,239,5074000.0
STK-000743,KDMP-00124,2026-07-31,Beras,105,2265000.0
STK-000744,KDMP-00124,2026-08-13,Sembako Campuran,230,2201000.0
STK-000745,KDMP-00125,2026-03-31,Minyak Goreng,711,15604000.0
STK-000746,KDMP-00125,2026-04-30,Sembako Campuran,437,6889000.0
STK-000747,KDMP-00125,2026-05-31,Gula,897,15977000.0
STK-000748,KDMP-00125,2026-06-30,Sembako Campuran,703,10263000.0
STK-000749,KDMP-00125,2026-07-31,Beras,54,931000.0
STK-000750,KDMP-00125,2026-08-13,Gula,142,2458000.0
STK-000751,KDMP-00126,2026-03-31,Beras,181,1573000.0
STK-000752,KDMP-00126,2026-04-30,Sembako Campuran,310,7605000.0
STK-000753,KDMP-00126,2026-05-31,Beras,159,2447000.0
STK-000754,KDMP-00126,2026-06-30,Beras,201,3131000.0
STK-000755,KDMP-00126,2026-07-31,Sembako Campuran,162,1551000.0
STK-000756,KDMP-00126,2026-08-13,Sembako Campuran,276,3424000.0
STK-000757,KDMP-00127,2026-03-31,Minyak Goreng,57,1236000.0
STK-000758,KDMP-00127,2026-04-30,Beras,25,310000.0
STK-000759,KDMP-00127,2026-05-31,Pupuk,26,545000.0
STK-000760,KDMP-00127,2026-06-30,Sembako Campuran,5,67000.0
STK-000761,KDMP-00127,2026-07-31,Pupuk,43,769000.0
STK-000762,KDMP-00127,2026-08-13,Beras,85,894000.0
STK-000763,KDMP-00128,2026-03-31,Beras,297,3724000.0
STK-000764,KDMP-00128,2026-04-30,Beras,361,6196000.0
STK-000765,KDMP-00128,2026-05-31,Minyak Goreng,162,1675000.0
STK-000766,KDMP-00128,2026-06-30,Beras,245,5155000.0
STK-000767,KDMP-00128,2026-07-31,Sembako Campuran,254,2640000.0
STK-000768,KDMP-00128,2026-08-13,Pupuk,225,3701000.0
STK-000769,KDMP-00129,2026-03-31,Pupuk,452,9684000.0
STK-000770,KDMP-00129,2026-04-30,Minyak Goreng,350,4654000.0
STK-000771,KDMP-00129,2026-05-31,Beras,510,4153000.0
STK-000772,KDMP-00129,2026-06-30,Minyak Goreng,339,7159000.0
STK-000773,KDMP-00129,2026-07-31,Gula,565,9793000.0
STK-000774,KDMP-00129,2026-08-13,Pupuk,898,19188000.0
STK-000775,KDMP-00130,2026-03-31,Gula,87,1680000.0
STK-000776,KDMP-00130,2026-04-30,Minyak Goreng,98,1558000.0
STK-000777,KDMP-00130,2026-05-31,Beras,169,2525000.0
STK-000778,KDMP-00130,2026-06-30,Gula,259,4372000.0
STK-000779,KDMP-00130,2026-07-31,Minyak Goreng,149,3418000.0
STK-000780,KDMP-00130,2026-08-13,Gula,428,7555000.0
STK-000781,KDMP-00131,2026-03-31,Pupuk,133,1130000.0
STK-000782,KDMP-00131,2026-04-30,Gula,349,2860000.0
STK-000783,KDMP-00131,2026-05-31,Pupuk,208,5043000.0
STK-000784,KDMP-00131,2026-06-30,Pupuk,311,7620000.0
STK-000785,KDMP-00131,2026-07-31,Gula,382,9410000.0
STK-000786,KDMP-00131,2026-08-13,Beras,394,5160000.0
STK-000787,KDMP-00132,2026-03-31,Pupuk,133,1599000.0
STK-000788,KDMP-00132,2026-04-30,Minyak Goreng,328,6114000.0
