skor_id,koperasi_id,periode,skor_transaksi,skor_stok,skor_pelaporan,skor_komposit,kategori,prediksi_risiko_3bln
SKR-KDMP-00043-2026-03,KDMP-00043,2026-03,49.2,31.8,94.0,58.3,Waspada,35.2
SKR-KDMP-00043-2026-04,KDMP-00043,2026-04,66.5,54.5,84.8,68.6,Waspada,26.8
SKR-KDMP-00043-2026-05,KDMP-00043,2026-05,46.3,63.1,61.8,57.1,Waspada,45.7
SKR-KDMP-00043-2026-06,KDMP-00043,2026-06,35.2,33.8,48.4,39.1,Kritis,87.6
SKR-KDMP-00043-2026-07,KDMP-00043,2026-07,16.2,16.2,46.8,26.4,Kritis,92.8
SKR-KDMP-00043-2026-08,KDMP-00043,2026-08,21.0,17.2,45.6,27.9,Kritis,82.4
SKR-KDMP-00044-2026-03,KDMP-00044,2026-03,62.6,86.9,71.4,73.6,Sehat,27.0
SKR-KDMP-00044-2026-04,KDMP-00044,2026-04,58.8,61.1,80.8,66.9,Waspada,30.6
SKR-KDMP-00044-2026-05,KDMP-00044,2026-05,90.5,67.7,74.1,77.4,Sehat,17.8
SKR-KDMP-00044-2026-06,KDMP-00044,2026-06,89.9,67.7,81.7,79.8,Sehat,11.1
SKR-KDMP-00044-2026-07,KDMP-00044,2026-07,78.4,87.4,97.7,87.8,Sehat,9.0
SKR-KDMP-00044-2026-08,KDMP-00044,2026-08,89.8,89.4,100.0,93.1,Sehat,6.2
SKR-KDMP-00045-2026-03,KDMP-00045,2026-03,72.6,67.2,86.7,75.5,Sehat,22.0
SKR-KDMP-00045-2026-04,KDMP-00045,2026-04,79.9,76.0,83.4,79.8,Sehat,19.2
SKR-KDMP-00045-2026-05,KDMP-00045,2026-05,81.6,93.4,95.9,90.3,Sehat,6.8
SKR-KDMP-00045-2026-06,KDMP-00045,2026-06,91.7,69.9,92.6,84.7,Sehat,12.4
SKR-KDMP-00045-2026-07,KDMP-00045,2026-07,92.4,83.8,94.6,90.3,Sehat,12.2
SKR-KDMP-00045-2026-08,KDMP-00045,2026-08,86.0,55.6,92.8,78.1,Sehat,24.0
SKR-KDMP-00046-2026-03,KDMP-00046,2026-03,22.6,61.6,73.3,52.5,Waspada,48.6
SKR-KDMP-00046-2026-04,KDMP-00046,2026-04,54.8,29.3,78.7,54.3,Waspada,40.6
SKR-KDMP-00046-2026-05,KDMP-00046,2026-05,63.6,31.8,50.6,48.7,Waspada,55.1
SKR-KDMP-00046-2026-06,KDMP-00046,2026-06,45.8,19.2,65.1,43.4,Waspada,66.5
SKR-KDMP-00046-2026-07,KDMP-00046,2026-07,69.1,43.9,66.2,59.7,Waspada,25.3
SKR-KDMP-00046-2026-08,KDMP-00046,2026-08,40.4,63.4,64.5,56.1,Waspada,31.2
SKR-KDMP-00047-2026-03,KDMP-00047,2026-03,92.9,59.1,87.4,79.8,Sehat,17.6
SKR-KDMP-00047-2026-04,KDMP-00047,2026-04,90.3,73.7,96.8,86.9,Sehat,13.4
SKR-KDMP-00047-2026-05,KDMP-00047,2026-05,81.7,94.9,96.6,91.1,Sehat,7.8
SKR-KDMP-00047-2026-06,KDMP-00047,2026-06,80.2,99.5,96.9,92.2,Sehat,9.9
SKR-KDMP-00047-2026-07,KDMP-00047,2026-07,79.9,93.9,94.1,89.3,Sehat,14.9
SKR-KDMP-00047-2026-08,KDMP-00047,2026-08,82.4,85.1,96.1,87.9,Sehat,16.5
SKR-KDMP-00048-2026-03,KDMP-00048,2026-03,31.4,3.0,40.0,24.8,Kritis,75.2
SKR-KDMP-00048-2026-04,KDMP-00048,2026-04,4.0,25.8,49.8,26.5,Kritis,75.7
SKR-KDMP-00048-2026-05,KDMP-00048,2026-05,16.3,11.6,47.5,25.1,Kritis,75.4
SKR-KDMP-00048-2026-06,KDMP-00048,2026-06,16.4,18.7,15.5,16.9,Kritis,89.7
SKR-KDMP-00048-2026-07,KDMP-00048,2026-07,10.9,12.1,13.0,12.0,Kritis,92.7
SKR-KDMP-00048-2026-08,KDMP-00048,2026-08,3.8,15.7,17.5,12.3,Kritis,89.3
SKR-KDMP-00049-2026-03,KDMP-00049,2026-03,94.2,93.9,84.2,90.8,Sehat,13.1
SKR-KDMP-00049-2026-04,KDMP-00049,2026-04,79.4,86.9,98.5,88.3,Sehat,13.7
SKR-KDMP-00049-2026-05,KDMP-00049,2026-05,98.4,89.9,94.0,94.1,Sehat,9.3
SKR-KDMP-00049-2026-06,KDMP-00049,2026-06,76.1,84.8,93.6,84.8,Sehat,18.7
SKR-KDMP-00049-2026-07,KDMP-00049,2026-07,82.4,90.9,96.8,90.0,Sehat,15.1
SKR-KDMP-00049-2026-08,KDMP-00049,2026-08,81.3,88.4,96.8,88.8,Sehat,11.6
SKR-KDMP-00050-2026-03,KDMP-00050,2026-03,14.0,15.2,30.3,19.8,Kritis,81.5
SKR-KDMP-00050-2026-04,KDMP-00050,2026-04,15.5,15.2,27.2,19.3,Kritis,82.0
SKR-KDMP-00050-2026-05,KDMP-00050,2026-05,5.1,12.1,23.1,13.4,Kritis,89.4
SKR-KDMP-00050-2026-06,KDMP-00050,2026-06,14.1,5.3,40.6,20.0,Kritis,79.0
SKR-KDMP-00050-2026-07,KDMP-00050,2026-07,13.9,9.1,48.4,23.8,Kritis,66.5
SKR-KDMP-00050-2026-08,KDMP-00050,2026-08,31.8,1.0,52.6,28.5,Kritis,61.3
SKR-KDMP-00051-2026-03,KDMP-00051,2026-03,72.1,42.4,67.7,60.7,Waspada,35.6
SKR-KDMP-00051-2026-04,KDMP-00051,2026-04,64.9,71.7,67.9,68.2,Waspada,30.6
SKR-KDMP-00051-2026-05,KDMP-00051,2026-05,82.6,82.3,87.9,84.3,Sehat,5.9
SKR-KDMP-00051-2026-06,KDMP-00051,2026-06,4.5,0.5,19.3,8.1,Kritis,99.3
SKR-KDMP-00051-2026-07,KDMP-00051,2026-07,27.8,8.6,12.5,16.3,Kritis,99.2
SKR-KDMP-00051-2026-08,KDMP-00051,2026-08,15.7,19.7,58.5,31.3,Kritis,42.8
SKR-KDMP-00052-2026-03,KDMP-00052,2026-03,40.0,52.0,78.6,56.9,Waspada,40.9
SKR-KDMP-00052-2026-04,KDMP-00052,2026-04,31.1,34.3,54.2,39.9,Kritis,62.8
SKR-KDMP-00052-2026-05,KDMP-00052,2026-05,51.4,54.0,73.0,59.5,Waspada,34.4
SKR-KDMP-00052-2026-06,KDMP-00052,2026-06,35.5,24.2,72.5,44.1,Waspada,49.7
SKR-KDMP-00052-2026-07,KDMP-00052,2026-07,39.9,58.1,75.8,57.9,Waspada,41.8
SKR-KDMP-00052-2026-08,KDMP-00052,2026-08,62.0,50.8,71.1,61.3,Waspada,20.0
SKR-KDMP-00053-2026-03,KDMP-00053,2026-03,4.0,25.8,23.6,17.8,Kritis,84.2
SKR-KDMP-00053-2026-04,KDMP-00053,2026-04,24.7,10.6,33.6,23.0,Kritis,77.9
SKR-KDMP-00053-2026-05,KDMP-00053,2026-05,5.1,23.0,15.1,14.4,Kritis,88.5
SKR-KDMP-00053-2026-06,KDMP-00053,2026-06,13.4,14.6,4.4,10.8,Kritis,93.1
SKR-KDMP-00053-2026-07,KDMP-00053,2026-07,13.1,16.9,10.0,13.3,Kritis,87.4
SKR-KDMP-00053-2026-08,KDMP-00053,2026-08,11.6,9.3,16.1,12.3,Kritis,85.9
SKR-KDMP-00054-2026-03,KDMP-00054,2026-03,98.4,98.0,95.2,97.2,Sehat,9.7
SKR-KDMP-00054-2026-04,KDMP-00054,2026-04,92.0,88.4,100.0,93.5,Sehat,10.9
SKR-KDMP-00054-2026-05,KDMP-00054,2026-05,76.5,62.6,90.3,76.5,Sehat,41.2
SKR-KDMP-00054-2026-06,KDMP-00054,2026-06,69.3,60.9,84.0,71.4,Sehat,48.9
SKR-KDMP-00054-2026-07,KDMP-00054,2026-07,74.6,72.2,61.8,69.5,Waspada,37.4
SKR-KDMP-00054-2026-08,KDMP-00054,2026-08,59.3,67.2,54.7,60.4,Waspada,53.8
SKR-KDMP-00055-2026-03,KDMP-00055,2026-03,4.0,10.9,40.1,18.3,Kritis,81.8
SKR-KDMP-00055-2026-04,KDMP-00055,2026-04,13.5,1.3,8.0,7.6,Kritis,89.3
SKR-KDMP-00055-2026-05,KDMP-00055,2026-05,5.1,8.1,41.4,18.2,Kritis,81.2
SKR-KDMP-00055-2026-06,KDMP-00055,2026-06,17.2,7.8,11.6,12.2,Kritis,84.4
SKR-KDMP-00055-2026-07,KDMP-00055,2026-07,16.9,26.8,14.6,19.4,Kritis,82.4
SKR-KDMP-00055-2026-08,KDMP-00055,2026-08,12.9,10.6,35.2,19.6,Kritis,75.1
SKR-KDMP-00056-2026-03,KDMP-00056,2026-03,31.2,23.7,37.3,30.7,Kritis,72.0
SKR-KDMP-00056-2026-04,KDMP-00056,2026-04,18.3,37.4,66.5,40.7,Waspada,59.8
SKR-KDMP-00056-2026-05,KDMP-00056,2026-05,52.1,34.1,48.0,44.7,Waspada,39.8
SKR-KDMP-00056-2026-06,KDMP-00056,2026-06,52.1,68.2,52.6,57.6,Waspada,26.1
SKR-KDMP-00056-2026-07,KDMP-00056,2026-07,68.3,58.6,91.4,72.8,Sehat,7.3
SKR-KDMP-00056-2026-08,KDMP-00056,2026-08,39.1,47.0,83.2,56.4,Waspada,42.9
SKR-KDMP-00057-2026-03,KDMP-00057,2026-03,36.5,38.4,49.3,41.4,Waspada,60.9
SKR-KDMP-00057-2026-04,KDMP-00057,2026-04,28.5,30.3,51.5,36.8,Kritis,65.4
SKR-KDMP-00057-2026-05,KDMP-00057,2026-05,49.6,27.8,68.0,48.5,Waspada,39.8
SKR-KDMP-00057-2026-06,KDMP-00057,2026-06,67.6,65.7,70.6,68.0,Waspada,8.8
SKR-KDMP-00057-2026-07,KDMP-00057,2026-07,46.7,68.7,70.0,61.8,Waspada,25.2
SKR-KDMP-00057-2026-08,KDMP-00057,2026-08,42.9,56.8,76.5,58.7,Waspada,50.4
SKR-KDMP-00058-2026-03,KDMP-00058,2026-03,12.2,14.6,24.7,17.2,Kritis,83.6
SKR-KDMP-00058-2026-04,KDMP-00058,2026-04,4.0,9.1,34.0,15.7,Kritis,83.9
SKR-KDMP-00058-2026-05,KDMP-00058,2026-05,15.8,7.3,12.9,12.0,Kritis,89.4
SKR-KDMP-00058-2026-06,KDMP-00058,2026-06,16.7,15.2,16.7,16.2,Kritis,84.2
SKR-KDMP-00058-2026-07,KDMP-00058,2026-07,3.0,32.6,50.7,28.8,Kritis,56.2
SKR-KDMP-00058-2026-08,KDMP-00058,2026-08,30.1,9.3,14.1,17.8,Kritis,82.5
SKR-KDMP-00059-2026-03,KDMP-00059,2026-03,35.2,40.9,75.7,50.6,Waspada,47.5
SKR-KDMP-00059-2026-04,KDMP-00059,2026-04,17.6,25.3,76.9,39.9,Kritis,59.6
SKR-KDMP-00059-2026-05,KDMP-00059,2026-05,26.8,45.5,68.4,46.9,Waspada,57.4
SKR-KDMP-00059-2026-06,KDMP-00059,2026-06,51.8,55.8,63.3,57.0,Waspada,24.6
SKR-KDMP-00059-2026-07,KDMP-00059,2026-07,42.9,66.7,62.8,57.5,Waspada,32.1
SKR-KDMP-00059-2026-08,KDMP-00059,2026-08,39.5,23.2,53.2,38.6,Kritis,80.0
SKR-KDMP-00060-2026-03,KDMP-00060,2026-03,65.3,28.3,70.6,54.7,Waspada,40.6
SKR-KDMP-00060-2026-04,KDMP-00060,2026-04,30.8,43.4,78.6,50.9,Waspada,47.6
SKR-KDMP-00060-2026-05,KDMP-00060,2026-05,49.9,30.8,60.5,47.1,Waspada,60.4
SKR-KDMP-00060-2026-06,KDMP-00060,2026-06,52.4,32.6,51.5,45.5,Waspada,60.8
SKR-KDMP-00060-2026-07,KDMP-00060,2026-07,18.9,11.6,59.4,30.0,Kritis,84.2
SKR-KDMP-00060-2026-08,KDMP-00060,2026-08,34.6,25.8,38.1,32.8,Kritis,80.6
SKR-KDMP-00061-2026-03,KDMP-00061,2026-03,53.5,54.0,70.4,59.3,Waspada,38.8
SKR-KDMP-00061-2026-04,KDMP-00061,2026-04,60.1,78.8,67.2,68.7,Waspada,30.9
SKR-KDMP-00061-2026-05,KDMP-00061,2026-05,60.2,66.7,78.3,68.4,Waspada,21.5
SKR-KDMP-00061-2026-06,KDMP-00061,2026-06,75.9,98.5,87.2,87.2,Sehat,7.0
SKR-KDMP-00061-2026-07,KDMP-00061,2026-07,93.1,79.3,90.8,87.7,Sehat,6.1
SKR-KDMP-00061-2026-08,KDMP-00061,2026-08,87.2,94.4,100.0,93.9,Sehat,8.2
SKR-KDMP-00062-2026-03,KDMP-00062,2026-03,14.8,16.7,42.0,24.5,Kritis,77.0
SKR-KDMP-00062-2026-04,KDMP-00062,2026-04,15.3,12.1,43.0,23.5,Kritis,77.4
SKR-KDMP-00062-2026-05,KDMP-00062,2026-05,5.1,4.5,18.7,9.4,Kritis,93.9
SKR-KDMP-00062-2026-06,KDMP-00062,2026-06,13.1,1.5,21.8,12.1,Kritis,91.2
SKR-KDMP-00062-2026-07,KDMP-00062,2026-07,12.9,7.6,23.0,14.5,Kritis,81.6
SKR-KDMP-00062-2026-08,KDMP-00062,2026-08,3.8,7.8,20.3,10.6,Kritis,88.3
SKR-KDMP-00063-2026-03,KDMP-00063,2026-03,37.5,27.0,40.0,34.8,Kritis,67.8
SKR-KDMP-00063-2026-04,KDMP-00063,2026-04,32.8,35.9,63.6,44.1,Waspada,55.5
SKR-KDMP-00063-2026-05,KDMP-00063,2026-05,26.3,47.2,48.0,40.5,Waspada,57.3
SKR-KDMP-00063-2026-06,KDMP-00063,2026-06,35.0,43.9,70.2,49.7,Waspada,42.6
SKR-KDMP-00063-2026-07,KDMP-00063,2026-07,54.8,76.3,89.4,73.5,Sehat,6.3
SKR-KDMP-00063-2026-08,KDMP-00063,2026-08,70.5,48.2,62.8,60.5,Waspada,26.9
SKR-KDMP-00064-2026-03,KDMP-00064,2026-03,65.0,91.9,84.0,80.3,Sehat,20.6
SKR-KDMP-00064-2026-04,KDMP-00064,2026-04,86.7,72.7,98.2,85.9,Sehat,13.9
SKR-KDMP-00064-2026-05,KDMP-00064,2026-05,84.0,75.0,80.3,79.8,Sehat,20.0
SKR-KDMP-00064-2026-06,KDMP-00064,2026-06,86.4,80.8,96.7,88.0,Sehat,12.1
SKR-KDMP-00064-2026-07,KDMP-00064,2026-07,62.1,71.7,97.3,77.0,Sehat,23.4
SKR-KDMP-00064-2026-08,KDMP-00064,2026-08,79.4,84.1,89.1,84.2,Sehat,18.8
SKR-KDMP-00065-2026-03,KDMP-00065,2026-03,38.3,65.7,72.5,58.8,Waspada,41.2
SKR-KDMP-00065-2026-04,KDMP-00065,2026-04,64.0,23.7,83.7,57.1,Waspada,36.2
SKR-KDMP-00065-2026-05,KDMP-00065,2026-05,19.6,19.2,72.9,37.2,Kritis,82.1
SKR-KDMP-00065-2026-06,KDMP-00065,2026-06,53.9,54.5,46.7,51.7,Waspada,55.6
SKR-KDMP-00065-2026-07,KDMP-00065,2026-07,17.2,21.7,49.1,29.3,Kritis,80.2
SKR-KDMP-00065-2026-08,KDMP-00065,2026-08,22.0,39.9,32.7,31.5,Kritis,87.5
SKR-KDMP-00066-2026-03,KDMP-00066,2026-03,11.7,10.1,48.8,23.5,Kritis,76.9
SKR-KDMP-00066-2026-04,KDMP-00066,2026-04,23.7,4.8,42.1,23.5,Kritis,76.6
SKR-KDMP-00066-2026-05,KDMP-00066,2026-05,5.1,16.9,32.4,18.1,Kritis,86.3
SKR-KDMP-00066-2026-06,KDMP-00066,2026-06,11.9,10.4,13.2,11.8,Kritis,92.2
SKR-KDMP-00066-2026-07,KDMP-00066,2026-07,3.0,2.5,30.7,12.1,Kritis,88.9
SKR-KDMP-00066-2026-08,KDMP-00066,2026-08,11.9,5.1,25.3,14.1,Kritis,83.4
SKR-KDMP-00067-2026-03,KDMP-00067,2026-03,83.1,48.5,61.5,64.4,Waspada,32.4
SKR-KDMP-00067-2026-04,KDMP-00067,2026-04,66.3,72.2,65.8,68.1,Waspada,31.1
SKR-KDMP-00067-2026-05,KDMP-00067,2026-05,56.7,91.4,85.3,77.8,Sehat,13.3
SKR-KDMP-00067-2026-06,KDMP-00067,2026-06,97.2,89.4,91.3,92.6,Sehat,3.9
SKR-KDMP-00067-2026-07,KDMP-00067,2026-07,86.9,99.5,100.0,95.5,Sehat,4.9
SKR-KDMP-00067-2026-08,KDMP-00067,2026-08,99.4,84.1,100.0,94.5,Sehat,9.3
SKR-KDMP-00068-2026-03,KDMP-00068,2026-03,58.6,87.9,69.7,72.1,Sehat,28.8
SKR-KDMP-00068-2026-04,KDMP-00068,2026-04,78.2,84.3,81.8,81.4,Sehat,18.6
SKR-KDMP-00068-2026-05,KDMP-00068,2026-05,91.0,79.8,78.5,83.1,Sehat,11.2
SKR-KDMP-00068-2026-06,KDMP-00068,2026-06,65.5,62.4,89.0,72.3,Sehat,33.5
SKR-KDMP-00068-2026-07,KDMP-00068,2026-07,94.1,98.0,95.7,95.9,Sehat,5.6
SKR-KDMP-00068-2026-08,KDMP-00068,2026-08,95.7,87.6,98.9,94.1,Sehat,4.1
SKR-KDMP-00069-2026-03,KDMP-00069,2026-03,4.0,5.1,26.8,12.0,Kritis,86.2
SKR-KDMP-00069-2026-04,KDMP-00069,2026-04,4.0,9.6,40.4,18.0,Kritis,81.7
SKR-KDMP-00069-2026-05,KDMP-00069,2026-05,12.5,5.6,40.3,19.5,Kritis,74.1
SKR-KDMP-00069-2026-06,KDMP-00069,2026-06,4.5,12.1,19.1,11.9,Kritis,90.1
SKR-KDMP-00069-2026-07,KDMP-00069,2026-07,15.9,25.8,50.8,30.8,Kritis,58.4
SKR-KDMP-00069-2026-08,KDMP-00069,2026-08,3.8,2.0,31.9,12.6,Kritis,85.6
SKR-KDMP-00070-2026-03,KDMP-00070,2026-03,53.0,50.3,81.1,61.5,Waspada,34.9
SKR-KDMP-00070-2026-04,KDMP-00070,2026-04,55.6,48.0,73.1,58.9,Waspada,38.4
SKR-KDMP-00070-2026-05,KDMP-00070,2026-05,31.8,52.8,75.3,53.3,Waspada,55.8
SKR-KDMP-00070-2026-06,KDMP-00070,2026-06,28.4,17.7,65.0,37.0,Kritis,82.5
SKR-KDMP-00070-2026-07,KDMP-00070,2026-07,35.0,48.0,38.1,40.4,Waspada,76.4
SKR-KDMP-00070-2026-08,KDMP-00070,2026-08,38.6,16.7,31.5,28.9,Kritis,80.5
SKR-KDMP-00071-2026-03,KDMP-00071,2026-03,78.4,83.8,97.8,86.7,Sehat,14.5
SKR-KDMP-00071-2026-04,KDMP-00071,2026-04,64.4,69.7,99.5,77.9,Sehat,20.0
SKR-KDMP-00071-2026-05,KDMP-00071,2026-05,96.3,92.9,92.2,93.8,Sehat,8.0
SKR-KDMP-00071-2026-06,KDMP-00071,2026-06,31.2,22.2,52.1,35.2,Kritis,94.2
SKR-KDMP-00071-2026-07,KDMP-00071,2026-07,38.6,15.2,51.2,35.0,Kritis,96.6
SKR-KDMP-00071-2026-08,KDMP-00071,2026-08,38.9,24.7,38.2,33.9,Kritis,69.9
SKR-KDMP-00072-2026-03,KDMP-00072,2026-03,36.7,34.3,69.5,46.8,Waspada,51.9
SKR-KDMP-00072-2026-04,KDMP-00072,2026-04,63.5,60.1,65.0,62.9,Waspada,34.7
SKR-KDMP-00072-2026-05,KDMP-00072,2026-05,39.4,38.9,54.9,44.4,Waspada,60.7
SKR-KDMP-00072-2026-06,KDMP-00072,2026-06,53.7,57.3,53.1,54.7,Waspada,55.2
SKR-KDMP-00072-2026-07,KDMP-00072,2026-07,42.7,41.9,71.3,52.0,Waspada,37.8
SKR-KDMP-00072-2026-08,KDMP-00072,2026-08,37.4,26.3,59.1,40.9,Waspada,73.7
SKR-KDMP-00073-2026-03,KDMP-00073,2026-03,32.2,54.5,64.7,50.5,Waspada,50.6
SKR-KDMP-00073-2026-04,KDMP-00073,2026-04,50.3,44.4,61.7,52.1,Waspada,47.1
SKR-KDMP-00073-2026-05,KDMP-00073,2026-05,64.1,29.8,71.0,55.0,Waspada,35.3
SKR-KDMP-00073-2026-06,KDMP-00073,2026-06,43.6,57.3,66.4,55.8,Waspada,39.8
SKR-KDMP-00073-2026-07,KDMP-00073,2026-07,39.0,29.8,73.6,47.5,Waspada,59.1
SKR-KDMP-00073-2026-08,KDMP-00073,2026-08,62.2,33.1,73.1,56.1,Waspada,38.6
SKR-KDMP-00074-2026-03,KDMP-00074,2026-03,18.1,27.8,36.1,27.3,Kritis,76.0
SKR-KDMP-00074-2026-04,KDMP-00074,2026-04,13.9,20.2,60.8,31.6,Kritis,68.9
SKR-KDMP-00074-2026-05,KDMP-00074,2026-05,29.8,43.4,70.7,48.0,Waspada,28.2
SKR-KDMP-00074-2026-06,KDMP-00074,2026-06,51.1,25.3,76.7,51.0,Waspada,24.4
SKR-KDMP-00074-2026-07,KDMP-00074,2026-07,58.8,33.8,87.3,60.0,Waspada,22.3
SKR-KDMP-00074-2026-08,KDMP-00074,2026-08,46.0,54.0,87.2,62.4,Waspada,23.2
SKR-KDMP-00075-2026-03,KDMP-00075,2026-03,35.7,18.2,38.4,30.8,Kritis,71.1
SKR-KDMP-00075-2026-04,KDMP-00075,2026-04,25.8,49.7,45.2,40.2,Waspada,63.8
SKR-KDMP-00075-2026-05,KDMP-00075,2026-05,32.1,42.4,51.0,41.8,Waspada,48.3
SKR-KDMP-00075-2026-06,KDMP-00075,2026-06,31.7,42.9,52.0,42.2,Waspada,58.1
SKR-KDMP-00075-2026-07,KDMP-00075,2026-07,50.3,41.4,81.9,57.9,Waspada,21.7
SKR-KDMP-00075-2026-08,KDMP-00075,2026-08,71.2,56.1,83.9,70.4,Sehat,8.3
SKR-KDMP-00076-2026-03,KDMP-00076,2026-03,94.4,66.2,83.3,81.3,Sehat,17.3
SKR-KDMP-00076-2026-04,KDMP-00076,2026-04,79.2,61.6,96.8,79.2,Sehat,18.0
SKR-KDMP-00076-2026-05,KDMP-00076,2026-05,81.1,78.3,98.6,86.0,Sehat,11.8
SKR-KDMP-00076-2026-06,KDMP-00076,2026-06,63.0,85.4,82.0,76.8,Sehat,25.6
SKR-KDMP-00076-2026-07,KDMP-00076,2026-07,88.6,81.3,83.8,84.6,Sehat,16.8
SKR-KDMP-00076-2026-08,KDMP-00076,2026-08,84.5,83.3,87.7,85.2,Sehat,11.3
SKR-KDMP-00077-2026-03,KDMP-00077,2026-03,66.0,40.4,69.7,58.7,Waspada,37.5
SKR-KDMP-00077-2026-04,KDMP-00077,2026-04,76.1,89.4,76.4,80.6,Sehat,19.5
SKR-KDMP-00077-2026-05,KDMP-00077,2026-05,85.0,64.1,80.4,76.5,Sehat,10.6
SKR-KDMP-00077-2026-06,KDMP-00077,2026-06,92.9,83.8,100.0,92.2,Sehat,6.6
SKR-KDMP-00077-2026-07,KDMP-00077,2026-07,80.8,97.0,100.0,92.6,Sehat,6.0
SKR-KDMP-00077-2026-08,KDMP-00077,2026-08,85.4,97.5,95.4,92.8,Sehat,11.6
SKR-KDMP-00078-2026-03,KDMP-00078,2026-03,31.7,39.4,56.4,42.5,Waspada,59.2
SKR-KDMP-00078-2026-04,KDMP-00078,2026-04,25.0,17.9,62.6,35.2,Kritis,64.9
SKR-KDMP-00078-2026-05,KDMP-00078,2026-05,29.5,23.0,55.2,35.9,Kritis,71.5
SKR-KDMP-00078-2026-06,KDMP-00078,2026-06,39.0,24.7,68.9,44.2,Waspada,42.9
SKR-KDMP-00078-2026-07,KDMP-00078,2026-07,44.7,35.4,89.5,56.5,Waspada,18.7
SKR-KDMP-00078-2026-08,KDMP-00078,2026-08,62.5,64.4,66.2,64.4,Waspada,16.8
SKR-KDMP-00079-2026-03,KDMP-00079,2026-03,14.5,17.7,39.1,23.8,Kritis,77.9
SKR-KDMP-00079-2026-04,KDMP-00079,2026-04,4.0,13.1,35.7,17.6,Kritis,83.0
SKR-KDMP-00079-2026-05,KDMP-00079,2026-05,12.8,2.5,26.2,13.8,Kritis,90.0
SKR-KDMP-00079-2026-06,KDMP-00079,2026-06,13.6,10.4,49.5,24.5,Kritis,69.0
SKR-KDMP-00079-2026-07,KDMP-00079,2026-07,12.4,0.5,51.1,21.3,Kritis,71.3
SKR-KDMP-00079-2026-08,KDMP-00079,2026-08,3.8,1.5,15.7,7.0,Kritis,95.0
SKR-KDMP-00080-2026-03,KDMP-00080,2026-03,42.0,45.2,51.8,46.3,Waspada,55.6
SKR-KDMP-00080-2026-04,KDMP-00080,2026-04,53.5,21.7,60.1,45.1,Waspada,52.8
SKR-KDMP-00080-2026-05,KDMP-00080,2026-05,66.9,27.3,77.9,57.4,Waspada,25.0
SKR-KDMP-00080-2026-06,KDMP-00080,2026-06,29.4,44.4,70.1,48.0,Waspada,49.1
SKR-KDMP-00080-2026-07,KDMP-00080,2026-07,52.1,30.3,51.8,44.7,Waspada,69.2
SKR-KDMP-00080-2026-08,KDMP-00080,2026-08,37.6,58.1,59.0,51.6,Waspada,45.6
SKR-KDMP-00081-2026-03,KDMP-00081,2026-03,12.0,6.3,51.3,23.2,Kritis,76.6
SKR-KDMP-00081-2026-04,KDMP-00081,2026-04,13.0,17.9,20.2,17.0,Kritis,84.4
SKR-KDMP-00081-2026-05,KDMP-00081,2026-05,5.1,11.1,8.3,8.2,Kritis,94.5
SKR-KDMP-00081-2026-06,KDMP-00081,2026-06,12.4,8.6,24.8,15.3,Kritis,85.2
SKR-KDMP-00081-2026-07,KDMP-00081,2026-07,17.7,9.6,19.8,15.7,Kritis,79.2
SKR-KDMP-00081-2026-08,KDMP-00081,2026-08,17.4,18.2,29.7,21.8,Kritis,74.6
SKR-KDMP-00082-2026-03,KDMP-00082,2026-03,4.0,14.1,21.9,13.3,Kritis,86.3
SKR-KDMP-00082-2026-04,KDMP-00082,2026-04,4.0,2.5,36.6,14.4,Kritis,84.0
SKR-KDMP-00082-2026-05,KDMP-00082,2026-05,5.1,3.0,24.6,10.9,Kritis,88.1
SKR-KDMP-00082-2026-06,KDMP-00082,2026-06,4.5,9.3,22.0,11.9,Kritis,88.0
SKR-KDMP-00082-2026-07,KDMP-00082,2026-07,11.5,4.0,22.5,12.7,Kritis,84.7
SKR-KDMP-00082-2026-08,KDMP-00082,2026-08,12.1,10.1,8.9,10.4,Kritis,88.8
SKR-KDMP-00083-2026-03,KDMP-00083,2026-03,52.3,65.2,68.6,62.0,Waspada,37.3
SKR-KDMP-00083-2026-04,KDMP-00083,2026-04,33.3,64.1,87.3,61.6,Waspada,36.4
SKR-KDMP-00083-2026-05,KDMP-00083,2026-05,36.6,58.3,53.2,49.4,Waspada,68.0
SKR-KDMP-00083-2026-06,KDMP-00083,2026-06,51.4,32.6,48.2,44.1,Waspada,74.9
SKR-KDMP-00083-2026-07,KDMP-00083,2026-07,34.5,22.2,50.0,35.6,Kritis,78.6
SKR-KDMP-00083-2026-08,KDMP-00083,2026-08,35.6,44.4,39.8,39.9,Kritis,68.4
SKR-KDMP-00084-2026-03,KDMP-00084,2026-03,86.1,90.4,80.5,85.7,Sehat,16.3
SKR-KDMP-00084-2026-04,KDMP-00084,2026-04,72.6,66.2,99.2,79.3,Sehat,18.4
SKR-KDMP-00084-2026-05,KDMP-00084,2026-05,59.7,81.8,88.0,76.5,Sehat,31.1
SKR-KDMP-00084-2026-06,KDMP-00084,2026-06,12.6,13.4,16.2,14.1,Kritis,99.3
SKR-KDMP-00084-2026-07,KDMP-00084,2026-07,14.9,13.6,37.0,21.8,Kritis,97.9
SKR-KDMP-00084-2026-08,KDMP-00084,2026-08,3.8,11.6,10.4,8.6,Kritis,91.6
SKR-KDMP-00085-2026-03,KDMP-00085,2026-03,32.7,57.3,50.9,47.0,Waspada,56.6
