transaksi_id,koperasi_id,tanggal,jenis_transaksi,nilai_rupiah,kategori_produk
TRX-0000733,KDMP-00037,2026-05-15,Penjualan,1396000.0,Saprotan
TRX-0000734,KDMP-00037,2026-06-08,Simpan,2055000.0,Logistik
TRX-0000735,KDMP-00037,2026-06-21,Simpan,1468000.0,Logistik
TRX-0000736,KDMP-00037,2026-06-23,Pinjam,1497000.0,Logistik
TRX-0000737,KDMP-00037,2026-07-10,Pembelian,1905000.0,Saprotan
TRX-0000738,KDMP-00037,2026-07-12,Simpan,689000.0,Sembako
TRX-0000739,KDMP-00037,2026-07-10,Pinjam,547000.0,Simpan Pinjam
TRX-0000740,KDMP-00037,2026-08-05,Pembelian,1468000.0,Simpan Pinjam
TRX-0000741,KDMP-00037,2026-08-12,Pembelian,1685000.0,Simpan Pinjam
TRX-0000742,KDMP-00037,2026-08-01,Simpan,665000.0,Lainnya
TRX-0000743,KDMP-00038,2026-03-07,Penjualan,1209000.0,Saprotan
TRX-0000744,KDMP-00038,2026-03-05,Simpan,2613000.0,Logistik
TRX-0000745,KDMP-00038,2026-03-06,Simpan,1602000.0,Sembako
TRX-0000746,KDMP-00038,2026-03-13,Pinjam,2480000.0,Simpan Pinjam
TRX-0000747,KDMP-00038,2026-04-24,Simpan,914000.0,Saprotan
TRX-0000748,KDMP-00038,2026-04-10,Pembelian,1851000.0,Lainnya
TRX-0000749,KDMP-00038,2026-04-30,Pinjam,2602000.0,Saprotan
TRX-0000750,KDMP-00038,2026-04-24,Pinjam,2486000.0,Sembako
TRX-0000751,KDMP-00038,2026-04-18,Penjualan,865000.0,Saprotan
TRX-0000752,KDMP-00038,2026-04-20,Pembelian,527000.0,Logistik
TRX-0000753,KDMP-00038,2026-05-21,Pembelian,520000.0,Lainnya
TRX-0000754,KDMP-00038,2026-05-26,Simpan,1693000.0,Simpan Pinjam
TRX-0000755,KDMP-00038,2026-05-18,Pinjam,439000.0,Sembako
TRX-0000756,KDMP-00038,2026-05-13,Pembelian,2812000.0,Logistik
TRX-0000757,KDMP-00038,2026-05-20,Penjualan,1174000.0,Saprotan
TRX-0000758,KDMP-00038,2026-06-12,Penjualan,1319000.0,Saprotan
TRX-0000759,KDMP-00038,2026-06-10,Pinjam,1257000.0,Lainnya
TRX-0000760,KDMP-00038,2026-06-24,Pinjam,608000.0,Logistik
TRX-0000761,KDMP-00038,2026-06-10,Pembelian,2413000.0,Logistik
TRX-0000762,KDMP-00038,2026-06-14,Pembelian,2224000.0,Lainnya
TRX-0000763,KDMP-00038,2026-07-16,Simpan,968000.0,Sembako
TRX-0000764,KDMP-00038,2026-07-19,Pinjam,2909000.0,Sembako
TRX-0000765,KDMP-00038,2026-07-21,Simpan,429000.0,Logistik
TRX-0000766,KDMP-00038,2026-07-15,Pembelian,880000.0,Simpan Pinjam
TRX-0000767,KDMP-00038,2026-08-08,Penjualan,1044000.0,Saprotan
TRX-0000768,KDMP-00038,2026-08-05,Pinjam,2328000.0,Lainnya
TRX-0000769,KDMP-00038,2026-08-04,Penjualan,2105000.0,Sembako
TRX-0000770,KDMP-00038,2026-08-05,Pinjam,725000.0,Sembako
TRX-0000771,KDMP-00038,2026-08-05,Pinjam,1902000.0,Simpan Pinjam
TRX-0000772,KDMP-00039,2026-03-04,Simpan,333000.0,Logistik
TRX-0000773,KDMP-00039,2026-03-03,Simpan,894000.0,Lainnya
TRX-0000774,KDMP-00039,2026-03-14,Simpan,509000.0,Logistik
TRX-0000775,KDMP-00039,2026-04-24,Penjualan,491000.0,Saprotan
TRX-0000776,KDMP-00039,2026-04-02,Pembelian,311000.0,Saprotan
TRX-0000777,KDMP-00039,2026-05-02,Simpan,413000.0,Saprotan
TRX-0000778,KDMP-00039,2026-05-30,Simpan,459000.0,Sembako
TRX-0000779,KDMP-00039,2026-06-03,Pembelian,590000.0,Simpan Pinjam
TRX-0000780,KDMP-00039,2026-06-20,Pembelian,678000.0,Lainnya
TRX-0000781,KDMP-00039,2026-06-11,Simpan,367000.0,Saprotan
TRX-0000782,KDMP-00039,2026-07-19,Simpan,234000.0,Simpan Pinjam
TRX-0000783,KDMP-00039,2026-07-17,Simpan,169000.0,Saprotan
TRX-0000784,KDMP-00039,2026-07-14,Simpan,775000.0,Simpan Pinjam
TRX-0000785,KDMP-00039,2026-08-04,Penjualan,465000.0,Logistik
TRX-0000786,KDMP-00039,2026-08-02,Penjualan,436000.0,Simpan Pinjam
TRX-0000787,KDMP-00040,2026-03-23,Simpan,1059000.0,Simpan Pinjam
TRX-0000788,KDMP-00040,2026-03-29,Simpan,2048000.0,Simpan Pinjam
TRX-0000789,KDMP-00040,2026-03-01,Penjualan,1822000.0,Simpan Pinjam
TRX-0000790,KDMP-00040,2026-03-23,Pembelian,596000.0,Simpan Pinjam
TRX-0000791,KDMP-00040,2026-03-07,Pembelian,973000.0,Sembako
TRX-0000792,KDMP-00040,2026-04-25,Pinjam,483000.0,Logistik
TRX-0000793,KDMP-00040,2026-04-04,Penjualan,409000.0,Lainnya
TRX-0000794,KDMP-00040,2026-04-16,Penjualan,1557000.0,Saprotan
TRX-0000795,KDMP-00040,2026-05-25,Penjualan,1696000.0,Sembako
TRX-0000796,KDMP-00040,2026-05-07,Pembelian,2217000.0,Simpan Pinjam
TRX-0000797,KDMP-00040,2026-05-01,Penjualan,1702000.0,Simpan Pinjam
TRX-0000798,KDMP-00040,2026-05-31,Simpan,2064000.0,Lainnya
TRX-0000799,KDMP-00040,2026-06-25,Pembelian,2554000.0,Lainnya
TRX-0000800,KDMP-00040,2026-06-04,Penjualan,1833000.0,Lainnya
TRX-0000801,KDMP-00040,2026-06-07,Simpan,939000.0,Simpan Pinjam
TRX-0000802,KDMP-00040,2026-06-18,Penjualan,2671000.0,Sembako
TRX-0000803,KDMP-00040,2026-07-19,Pembelian,1708000.0,Logistik
TRX-0000804,KDMP-00040,2026-07-04,Pembelian,2716000.0,Saprotan
TRX-0000805,KDMP-00040,2026-07-14,Pembelian,3726000.0,Lainnya
TRX-0000806,KDMP-00040,2026-07-04,Simpan,1252000.0,Sembako
TRX-0000807,KDMP-00040,2026-07-17,Pembelian,2034000.0,Logistik
TRX-0000808,KDMP-00040,2026-07-23,Simpan,3007000.0,Lainnya
TRX-0000809,KDMP-00040,2026-07-03,Simpan,2876000.0,Logistik
TRX-0000810,KDMP-00040,2026-08-12,Simpan,1714000.0,Logistik
TRX-0000811,KDMP-00040,2026-08-07,Simpan,1066000.0,Logistik
TRX-0000812,KDMP-00040,2026-08-02,Pinjam,962000.0,Saprotan
TRX-0000813,KDMP-00040,2026-08-11,Pinjam,935000.0,Sembako
TRX-0000814,KDMP-00040,2026-08-09,Penjualan,1544000.0,Sembako
TRX-0000815,KDMP-00041,2026-03-04,Pembelian,599000.0,Sembako
TRX-0000816,KDMP-00041,2026-03-07,Simpan,378000.0,Simpan Pinjam
TRX-0000817,KDMP-00041,2026-04-27,Pinjam,249000.0,Logistik
TRX-0000818,KDMP-00041,2026-04-23,Simpan,369000.0,Logistik
TRX-0000819,KDMP-00041,2026-04-22,Pinjam,429000.0,Logistik
TRX-0000820,KDMP-00041,2026-05-04,Penjualan,728000.0,Saprotan
TRX-0000821,KDMP-00041,2026-05-08,Pembelian,519000.0,Sembako
TRX-0000822,KDMP-00041,2026-06-16,Penjualan,680000.0,Simpan Pinjam
TRX-0000823,KDMP-00041,2026-07-10,Penjualan,381000.0,Sembako
TRX-0000824,KDMP-00041,2026-07-17,Pinjam,623000.0,Logistik
TRX-0000825,KDMP-00041,2026-07-22,Pinjam,291000.0,Logistik
TRX-0000826,KDMP-00041,2026-08-09,Penjualan,408000.0,Sembako
TRX-0000827,KDMP-00041,2026-08-02,Pinjam,894000.0,Logistik
TRX-0000828,KDMP-00041,2026-08-07,Pinjam,386000.0,Logistik
TRX-0000829,KDMP-00042,2026-03-28,Simpan,1876000.0,Simpan Pinjam
TRX-0000830,KDMP-00042,2026-03-05,Simpan,1704000.0,Logistik
TRX-0000831,KDMP-00042,2026-03-04,Pinjam,1694000.0,Lainnya
TRX-0000832,KDMP-00042,2026-03-19,Pinjam,2216000.0,Logistik
TRX-0000833,KDMP-00042,2026-04-13,Simpan,1872000.0,Logistik
TRX-0000834,KDMP-00042,2026-04-13,Simpan,2111000.0,Saprotan
TRX-0000835,KDMP-00042,2026-04-01,Penjualan,1344000.0,Simpan Pinjam
TRX-0000836,KDMP-00042,2026-04-12,Penjualan,2808000.0,Saprotan
TRX-0000837,KDMP-00042,2026-04-14,Simpan,1515000.0,Saprotan
TRX-0000838,KDMP-00042,2026-05-08,Pembelian,1981000.0,Saprotan
TRX-0000839,KDMP-00042,2026-05-30,Penjualan,1814000.0,Saprotan
TRX-0000840,KDMP-00042,2026-05-06,Penjualan,652000.0,Lainnya
TRX-0000841,KDMP-00042,2026-06-14,Pinjam,1700000.0,Saprotan
TRX-0000842,KDMP-00042,2026-06-16,Penjualan,365000.0,Saprotan
TRX-0000843,KDMP-00042,2026-06-13,Simpan,1114000.0,Lainnya
TRX-0000844,KDMP-00042,2026-06-16,Penjualan,527000.0,Simpan Pinjam
TRX-0000845,KDMP-00042,2026-06-17,Simpan,1026000.0,Simpan Pinjam
TRX-0000846,KDMP-00042,2026-07-07,Pinjam,2236000.0,Sembako
TRX-0000847,KDMP-00042,2026-07-18,Pembelian,1979000.0,Saprotan
TRX-0000848,KDMP-00042,2026-07-10,Pinjam,834000.0,Simpan Pinjam
TRX-0000849,KDMP-00042,2026-07-31,Penjualan,1549000.0,Lainnya
TRX-0000850,KDMP-00042,2026-08-10,Pinjam,615000.0,Logistik
TRX-0000851,KDMP-00042,2026-08-13,Penjualan,523000.0,Saprotan
TRX-0000852,KDMP-00042,2026-08-05,Pinjam,947000.0,Lainnya
TRX-0000853,KDMP-00043,2026-03-20,Pinjam,503000.0,Lainnya
TRX-0000854,KDMP-00043,2026-03-01,Pembelian,318000.0,Lainnya
TRX-0000855,KDMP-00043,2026-03-22,Pinjam,584000.0,Saprotan
TRX-0000856,KDMP-00043,2026-04-28,Pinjam,916000.0,Lainnya
TRX-0000857,KDMP-00043,2026-04-02,Pembelian,841000.0,Saprotan
TRX-0000858,KDMP-00043,2026-04-08,Pembelian,601000.0,Saprotan
TRX-0000859,KDMP-00043,2026-04-14,Simpan,948000.0,Sembako
TRX-0000860,KDMP-00043,2026-05-10,Pembelian,350000.0,Saprotan
TRX-0000861,KDMP-00043,2026-05-08,Pinjam,664000.0,Simpan Pinjam
TRX-0000862,KDMP-00043,2026-05-07,Penjualan,235000.0,Simpan Pinjam
TRX-0000863,KDMP-00043,2026-06-18,Pinjam,461000.0,Logistik
TRX-0000864,KDMP-00043,2026-06-02,Pembelian,588000.0,Simpan Pinjam
TRX-0000865,KDMP-00043,2026-07-26,Simpan,237000.0,Lainnya
TRX-0000866,KDMP-00043,2026-08-08,Penjualan,496000.0,Sembako
TRX-0000867,KDMP-00044,2026-03-10,Penjualan,970000.0,Logistik
TRX-0000868,KDMP-00044,2026-03-22,Penjualan,2179000.0,Logistik
TRX-0000869,KDMP-00044,2026-03-24,Pembelian,2275000.0,Simpan Pinjam
TRX-0000870,KDMP-00044,2026-04-27,Simpan,1273000.0,Logistik
TRX-0000871,KDMP-00044,2026-04-08,Penjualan,1956000.0,Saprotan
TRX-0000872,KDMP-00044,2026-04-19,Pinjam,910000.0,Simpan Pinjam
TRX-0000873,KDMP-00044,2026-05-06,Pembelian,806000.0,Saprotan
TRX-0000874,KDMP-00044,2026-05-09,Penjualan,1605000.0,Logistik
TRX-0000875,KDMP-00044,2026-05-23,Penjualan,1859000.0,Saprotan
TRX-0000876,KDMP-00044,2026-05-16,Pembelian,1892000.0,Saprotan
TRX-0000877,KDMP-00044,2026-05-30,Pembelian,2795000.0,Saprotan
TRX-0000878,KDMP-00044,2026-06-01,Penjualan,2567000.0,Sembako
TRX-0000879,KDMP-00044,2026-06-26,Pembelian,2223000.0,Saprotan
TRX-0000880,KDMP-00044,2026-06-10,Simpan,1860000.0,Sembako
TRX-0000881,KDMP-00044,2026-06-08,Pinjam,1813000.0,Logistik
TRX-0000882,KDMP-00044,2026-06-13,Simpan,426000.0,Saprotan
TRX-0000883,KDMP-00044,2026-07-28,Pembelian,1153000.0,Logistik
TRX-0000884,KDMP-00044,2026-07-29,Pinjam,2005000.0,Sembako
TRX-0000885,KDMP-00044,2026-07-03,Pinjam,1093000.0,Logistik
TRX-0000886,KDMP-00044,2026-07-30,Simpan,2275000.0,Logistik
TRX-0000887,KDMP-00044,2026-08-12,Simpan,3454000.0,Lainnya
TRX-0000888,KDMP-00044,2026-08-07,Simpan,777000.0,Logistik
TRX-0000889,KDMP-00044,2026-08-13,Penjualan,2998000.0,Simpan Pinjam
TRX-0000890,KDMP-00044,2026-08-13,Pembelian,2768000.0,Sembako
TRX-0000891,KDMP-00044,2026-08-11,Simpan,1958000.0,Saprotan
TRX-0000892,KDMP-00045,2026-03-17,Pembelian,829000.0,Lainnya
TRX-0000893,KDMP-00045,2026-03-26,Simpan,2233000.0,Logistik
TRX-0000894,KDMP-00045,2026-03-24,Pembelian,1681000.0,Saprotan
TRX-0000895,KDMP-00045,2026-03-19,Simpan,870000.0,Saprotan
TRX-0000896,KDMP-00045,2026-04-13,Pinjam,1233000.0,Lainnya
TRX-0000897,KDMP-00045,2026-04-01,Pembelian,895000.0,Sembako
TRX-0000898,KDMP-00045,2026-04-07,Simpan,2668000.0,Simpan Pinjam
TRX-0000899,KDMP-00045,2026-04-20,Pinjam,482000.0,Lainnya
TRX-0000900,KDMP-00045,2026-04-03,Simpan,979000.0,Simpan Pinjam
TRX-0000901,KDMP-00045,2026-05-17,Pinjam,495000.0,Logistik
TRX-0000902,KDMP-00045,2026-05-16,Penjualan,2893000.0,Simpan Pinjam
TRX-0000903,KDMP-00045,2026-05-07,Simpan,2558000.0,Saprotan
TRX-0000904,KDMP-00045,2026-05-13,Pembelian,2655000.0,Logistik
TRX-0000905,KDMP-00045,2026-06-10,Pembelian,3307000.0,Logistik
TRX-0000906,KDMP-00045,2026-06-26,Pembelian,962000.0,Sembako
TRX-0000907,KDMP-00045,2026-06-09,Pembelian,1278000.0,Lainnya
TRX-0000908,KDMP-00045,2026-06-08,Simpan,1741000.0,Lainnya
TRX-0000909,KDMP-00045,2026-06-15,Penjualan,2412000.0,Sembako
TRX-0000910,KDMP-00045,2026-07-13,Pembelian,2906000.0,Logistik
TRX-0000911,KDMP-00045,2026-07-24,Simpan,2221000.0,Sembako
TRX-0000912,KDMP-00045,2026-07-02,Penjualan,642000.0,Saprotan
TRX-0000913,KDMP-00045,2026-07-16,Simpan,2794000.0,Lainnya
TRX-0000914,KDMP-00045,2026-07-31,Penjualan,2816000.0,Sembako
TRX-0000915,KDMP-00045,2026-08-07,Simpan,1099000.0,Simpan Pinjam
TRX-0000916,KDMP-00045,2026-08-09,Penjualan,2701000.0,Lainnya
TRX-0000917,KDMP-00045,2026-08-03,Pinjam,802000.0,Saprotan
TRX-0000918,KDMP-00045,2026-08-03,Penjualan,2484000.0,Saprotan
TRX-0000919,KDMP-00045,2026-08-07,Pembelian,2081000.0,Saprotan
TRX-0000920,KDMP-00046,2026-03-16,Simpan,782000.0,Saprotan
TRX-0000921,KDMP-00046,2026-04-09,Simpan,933000.0,Lainnya
TRX-0000922,KDMP-00046,2026-04-29,Pembelian,434000.0,Saprotan
TRX-0000923,KDMP-00046,2026-04-16,Pembelian,793000.0,Lainnya
TRX-0000924,KDMP-00046,2026-05-15,Penjualan,694000.0,Simpan Pinjam
TRX-0000925,KDMP-00046,2026-05-08,Pembelian,289000.0,Sembako
TRX-0000926,KDMP-00046,2026-05-06,Pinjam,556000.0,Logistik
TRX-0000927,KDMP-00046,2026-05-29,Pinjam,262000.0,Sembako
TRX-0000928,KDMP-00046,2026-06-16,Penjualan,505000.0,Simpan Pinjam
TRX-0000929,KDMP-00046,2026-06-03,Pembelian,238000.0,Saprotan
TRX-0000930,KDMP-00046,2026-06-06,Simpan,280000.0,Lainnya
TRX-0000931,KDMP-00046,2026-07-01,Pembelian,346000.0,Logistik
TRX-0000932,KDMP-00046,2026-07-08,Pinjam,939000.0,Sembako
TRX-0000933,KDMP-00046,2026-07-01,Simpan,911000.0,Sembako
TRX-0000934,KDMP-00046,2026-07-19,Penjualan,498000.0,Saprotan
TRX-0000935,KDMP-00046,2026-08-12,Pinjam,444000.0,Logistik
TRX-0000936,KDMP-00046,2026-08-05,Penjualan,557000.0,Saprotan
TRX-0000937,KDMP-00047,2026-03-24,Pembelian,1420000.0,Simpan Pinjam
TRX-0000938,KDMP-00047,2026-03-26,Simpan,3017000.0,Saprotan
TRX-0000939,KDMP-00047,2026-03-24,Penjualan,2824000.0,Lainnya
TRX-0000940,KDMP-00047,2026-03-13,Penjualan,3280000.0,Logistik
TRX-0000941,KDMP-00047,2026-03-08,Pinjam,1213000.0,Sembako
TRX-0000942,KDMP-00047,2026-03-07,Pembelian,517000.0,Logistik
TRX-0000943,KDMP-00047,2026-04-21,Pembelian,2257000.0,Sembako
TRX-0000944,KDMP-00047,2026-04-26,Pinjam,1275000.0,Saprotan
TRX-0000945,KDMP-00047,2026-04-20,Pembelian,2980000.0,Saprotan
TRX-0000946,KDMP-00047,2026-04-27,Simpan,2309000.0,Lainnya
TRX-0000947,KDMP-00047,2026-04-15,Pinjam,997000.0,Logistik
TRX-0000948,KDMP-00047,2026-05-14,Simpan,591000.0,Lainnya
TRX-0000949,KDMP-00047,2026-05-21,Pinjam,823000.0,Sembako
TRX-0000950,KDMP-00047,2026-05-11,Pinjam,470000.0,Simpan Pinjam
TRX-0000951,KDMP-00047,2026-05-23,Pembelian,1939000.0,Logistik
TRX-0000952,KDMP-00047,2026-05-21,Penjualan,1648000.0,Saprotan
TRX-0000953,KDMP-00047,2026-06-16,Simpan,2732000.0,Simpan Pinjam
TRX-0000954,KDMP-00047,2026-06-22,Simpan,2931000.0,Simpan Pinjam
TRX-0000955,KDMP-00047,2026-06-10,Penjualan,1743000.0,Lainnya
TRX-0000956,KDMP-00047,2026-06-02,Penjualan,593000.0,Lainnya
TRX-0000957,KDMP-00047,2026-07-24,Simpan,1572000.0,Saprotan
TRX-0000958,KDMP-00047,2026-07-03,Penjualan,1039000.0,Sembako
TRX-0000959,KDMP-00047,2026-07-15,Pembelian,2273000.0,Simpan Pinjam
TRX-0000960,KDMP-00047,2026-07-02,Penjualan,2533000.0,Logistik
TRX-0000961,KDMP-00047,2026-08-12,Pinjam,1354000.0,Logistik
TRX-0000962,KDMP-00047,2026-08-05,Simpan,2250000.0,Simpan Pinjam
TRX-0000963,KDMP-00047,2026-08-02,Simpan,1056000.0,Sembako
TRX-0000964,KDMP-00047,2026-08-01,Penjualan,1701000.0,Logistik
TRX-0000965,KDMP-00047,2026-08-03,Pinjam,783000.0,Logistik
TRX-0000966,KDMP-00048,2026-03-10,Simpan,334000.0,Logistik
TRX-0000967,KDMP-00048,2026-03-03,Pembelian,364000.0,Simpan Pinjam
TRX-0000968,KDMP-00048,2026-05-07,Pinjam,323000.0,Simpan Pinjam
TRX-0000969,KDMP-00048,2026-06-28,Pembelian,269000.0,Sembako
TRX-0000970,KDMP-00048,2026-07-14,Penjualan,66000.0,Sembako
TRX-0000971,KDMP-00049,2026-03-16,Penjualan,3114000.0,Logistik
TRX-0000972,KDMP-00049,2026-03-07,Simpan,2059000.0,Lainnya
TRX-0000973,KDMP-00049,2026-03-13,Penjualan,2740000.0,Saprotan
TRX-0000974,KDMP-00049,2026-03-21,Pinjam,451000.0,Logistik
TRX-0000975,KDMP-00049,2026-03-24,Simpan,2793000.0,Sembako
TRX-0000976,KDMP-00049,2026-03-16,Pinjam,1787000.0,Simpan Pinjam
TRX-0000977,KDMP-00049,2026-04-11,Penjualan,1593000.0,Saprotan
TRX-0000978,KDMP-00049,2026-04-14,Pinjam,2896000.0,Sembako
TRX-0000979,KDMP-00049,2026-04-21,Simpan,1795000.0,Logistik
TRX-0000980,KDMP-00049,2026-04-01,Pembelian,2356000.0,Saprotan
TRX-0000981,KDMP-00049,2026-05-08,Pembelian,1382000.0,Lainnya
TRX-0000982,KDMP-00049,2026-05-11,Pinjam,2951000.0,Simpan Pinjam
TRX-0000983,KDMP-00049,2026-05-24,Pinjam,2879000.0,Logistik
TRX-0000984,KDMP-00049,2026-05-22,Simpan,2740000.0,Logistik
TRX-0000985,KDMP-00049,2026-05-28,Pembelian,2648000.0,Lainnya
TRX-0000986,KDMP-00049,2026-05-23,Penjualan,1002000.0,Logistik
TRX-0000987,KDMP-00049,2026-06-16,Penjualan,717000.0,Logistik
TRX-0000988,KDMP-00049,2026-06-16,Simpan,2535000.0,Simpan Pinjam
TRX-0000989,KDMP-00049,2026-06-02,Penjualan,839000.0,Saprotan
TRX-0000990,KDMP-00049,2026-06-12,Pembelian,2391000.0,Simpan Pinjam
TRX-0000991,KDMP-00049,2026-07-11,Pinjam,2743000.0,Sembako
TRX-0000992,KDMP-00049,2026-07-04,Pembelian,2203000.0,Logistik
TRX-0000993,KDMP-00049,2026-07-11,Simpan,1176000.0,Sembako
TRX-0000994,KDMP-00049,2026-07-18,Simpan,2639000.0,Simpan Pinjam
TRX-0000995,KDMP-00049,2026-08-08,Pinjam,2474000.0,Sembako
TRX-0000996,KDMP-00049,2026-08-13,Penjualan,3245000.0,Lainnya
TRX-0000997,KDMP-00049,2026-08-02,Pembelian,563000.0,Sembako
TRX-0000998,KDMP-00049,2026-08-06,Pembelian,2947000.0,Saprotan
TRX-0000999,KDMP-00050,2026-03-28,Penjualan,153000.0,Simpan Pinjam
TRX-0001000,KDMP-00050,2026-04-04,Pembelian,253000.0,Logistik
TRX-0001001,KDMP-00050,2026-06-17,Pembelian,144000.0,Sembako
TRX-0001002,KDMP-00050,2026-07-22,Pembelian,165000.0,Simpan Pinjam
TRX-0001003,KDMP-00050,2026-08-04,Pembelian,232000.0,Logistik
TRX-0001004,KDMP-00050,2026-08-07,Pinjam,228000.0,Lainnya
TRX-0001005,KDMP-00051,2026-03-15,Pembelian,2236000.0,Sembako
TRX-0001006,KDMP-00051,2026-03-17,Penjualan,1776000.0,Sembako
TRX-0001007,KDMP-00051,2026-03-13,Pembelian,1003000.0,Logistik
TRX-0001008,KDMP-00051,2026-03-25,Penjualan,439000.0,Simpan Pinjam
TRX-0001009,KDMP-00051,2026-04-23,Simpan,2704000.0,Logistik
TRX-0001010,KDMP-00051,2026-04-22,Simpan,1328000.0,Saprotan
TRX-0001011,KDMP-00051,2026-04-01,Simpan,2540000.0,Lainnya
TRX-0001012,KDMP-00051,2026-05-15,Pembelian,2111000.0,Lainnya
TRX-0001013,KDMP-00051,2026-05-20,Pinjam,1923000.0,Saprotan
TRX-0001014,KDMP-00051,2026-05-26,Pinjam,2574000.0,Simpan Pinjam
TRX-0001015,KDMP-00051,2026-05-03,Penjualan,2557000.0,Lainnya
TRX-0001016,KDMP-00051,2026-07-03,Simpan,152000.0,Lainnya
TRX-0001017,KDMP-00051,2026-07-21,Pembelian,172000.0,Sembako
TRX-0001018,KDMP-00051,2026-08-04,Simpan,239000.0,Logistik
TRX-0001019,KDMP-00052,2026-03-27,Simpan,801000.0,Saprotan
TRX-0001020,KDMP-00052,2026-03-12,Penjualan,711000.0,Sembako
TRX-0001021,KDMP-00052,2026-04-19,Penjualan,524000.0,Logistik
TRX-0001022,KDMP-00052,2026-04-08,Pembelian,435000.0,Saprotan
TRX-0001023,KDMP-00052,2026-05-23,Pembelian,694000.0,Logistik
TRX-0001024,KDMP-00052,2026-05-08,Penjualan,507000.0,Saprotan
TRX-0001025,KDMP-00052,2026-05-07,Simpan,505000.0,Logistik
TRX-0001026,KDMP-00052,2026-06-03,Penjualan,678000.0,Sembako
TRX-0001027,KDMP-00052,2026-06-05,Pinjam,412000.0,Simpan Pinjam
TRX-0001028,KDMP-00052,2026-07-13,Pinjam,647000.0,Saprotan
TRX-0001029,KDMP-00052,2026-07-21,Pinjam,579000.0,Logistik
TRX-0001030,KDMP-00052,2026-08-07,Pembelian,738000.0,Simpan Pinjam
TRX-0001031,KDMP-00052,2026-08-08,Pinjam,559000.0,Simpan Pinjam
TRX-0001032,KDMP-00052,2026-08-09,Penjualan,926000.0,Simpan Pinjam
TRX-0001033,KDMP-00053,2026-04-04,Pinjam,185000.0,Sembako
TRX-0001034,KDMP-00053,2026-04-19,Simpan,99000.0,Sembako
TRX-0001035,KDMP-00053,2026-06-16,Penjualan,115000.0,Simpan Pinjam
TRX-0001036,KDMP-00053,2026-07-30,Simpan,117000.0,Saprotan
TRX-0001037,KDMP-00053,2026-08-09,Simpan,29000.0,Sembako
TRX-0001038,KDMP-00054,2026-03-10,Pinjam,2165000.0,Saprotan
TRX-0001039,KDMP-00054,2026-03-16,Pembelian,3188000.0,Simpan Pinjam
TRX-0001040,KDMP-00054,2026-03-15,Pinjam,2245000.0,Logistik
TRX-0001041,KDMP-00054,2026-03-24,Simpan,1032000.0,Sembako
TRX-0001042,KDMP-00054,2026-03-22,Pinjam,3251000.0,Logistik
TRX-0001043,KDMP-00054,2026-03-13,Simpan,1318000.0,Lainnya
TRX-0001044,KDMP-00054,2026-03-22,Pinjam,681000.0,Saprotan
TRX-0001045,KDMP-00054,2026-04-19,Simpan,2500000.0,Lainnya
TRX-0001046,KDMP-00054,2026-04-21,Penjualan,2320000.0,Simpan Pinjam
TRX-0001047,KDMP-00054,2026-04-18,Penjualan,3220000.0,Lainnya
TRX-0001048,KDMP-00054,2026-04-25,Pinjam,1962000.0,Lainnya
TRX-0001049,KDMP-00054,2026-04-04,Pembelian,3051000.0,Sembako
TRX-0001050,KDMP-00054,2026-05-23,Pinjam,929000.0,Sembako
TRX-0001051,KDMP-00054,2026-05-20,Simpan,2236000.0,Logistik
TRX-0001052,KDMP-00054,2026-05-16,Penjualan,1729000.0,Saprotan
TRX-0001053,KDMP-00054,2026-05-14,Penjualan,1375000.0,Lainnya
TRX-0001054,KDMP-00054,2026-06-04,Pembelian,512000.0,Saprotan
TRX-0001055,KDMP-00054,2026-06-09,Penjualan,622000.0,Simpan Pinjam
TRX-0001056,KDMP-00054,2026-06-14,Pembelian,962000.0,Sembako
TRX-0001057,KDMP-00054,2026-06-11,Pembelian,1605000.0,Sembako
TRX-0001058,KDMP-00054,2026-07-11,Pembelian,1113000.0,Logistik
TRX-0001059,KDMP-00054,2026-07-09,Pinjam,2143000.0,Sembako
TRX-0001060,KDMP-00054,2026-07-08,Pembelian,421000.0,Logistik
TRX-0001061,KDMP-00054,2026-07-17,Pinjam,1356000.0,Sembako
TRX-0001062,KDMP-00054,2026-08-07,Penjualan,943000.0,Logistik
TRX-0001063,KDMP-00054,2026-08-11,Pembelian,279000.0,Sembako
TRX-0001064,KDMP-00054,2026-08-10,Penjualan,645000.0,Simpan Pinjam
TRX-0001065,KDMP-00055,2026-04-28,Pembelian,173000.0,Simpan Pinjam
TRX-0001066,KDMP-00055,2026-06-30,Pinjam,364000.0,Sembako
TRX-0001067,KDMP-00055,2026-07-20,Simpan,288000.0,Simpan Pinjam
TRX-0001068,KDMP-00055,2026-08-05,Pinjam,112000.0,Saprotan
TRX-0001069,KDMP-00056,2026-03-17,Simpan,468000.0,Sembako
TRX-0001070,KDMP-00056,2026-03-18,Penjualan,215000.0,Saprotan
TRX-0001071,KDMP-00056,2026-04-24,Simpan,556000.0,Logistik
TRX-0001072,KDMP-00056,2026-05-11,Simpan,729000.0,Saprotan
TRX-0001073,KDMP-00056,2026-05-23,Pinjam,743000.0,Saprotan
TRX-0001074,KDMP-00056,2026-05-11,Simpan,281000.0,Simpan Pinjam
TRX-0001075,KDMP-00056,2026-06-30,Pembelian,399000.0,Sembako
